,comparisons,doi
161,http://orkg.org/orkg/resource/R221782,10.48366/r221782
162,http://orkg.org/orkg/resource/R222041,10.48366/r222041
163,http://orkg.org/orkg/resource/R222990,10.48366/r222990
164,http://orkg.org/orkg/resource/R223002,10.48366/r223002
165,http://orkg.org/orkg/resource/R224809,10.48366/r224809
166,http://orkg.org/orkg/resource/R224810,10.48366/r224810
167,http://orkg.org/orkg/resource/R225220,10.48366/r225220
168,http://orkg.org/orkg/resource/R225253,10.48366/r225253
169,http://orkg.org/orkg/resource/R225329,10.48366/r225329
170,http://orkg.org/orkg/resource/R226630,10.48366/r226630
171,http://orkg.org/orkg/resource/R226772,10.48366/r226772
172,http://orkg.org/orkg/resource/R228158,10.48366/r228158
173,http://orkg.org/orkg/resource/R228696,10.48366/r228696
174,http://orkg.org/orkg/resource/R230415,10.48366/r230415
175,http://orkg.org/orkg/resource/R234068,10.48366/r234068
176,http://orkg.org/orkg/resource/R235512,10.48366/r235512
177,http://orkg.org/orkg/resource/R235550,10.48366/r235550
178,http://orkg.org/orkg/resource/R236296,10.48366/r236296
179,http://orkg.org/orkg/resource/R239314,10.48366/r239314
180,http://orkg.org/orkg/resource/R246267,10.48366/r246267
181,http://orkg.org/orkg/resource/R248411,10.48366/r248411
182,http://orkg.org/orkg/resource/R249037,10.48366/r249037
183,http://orkg.org/orkg/resource/R250455,10.48366/r250455
184,http://orkg.org/orkg/resource/R260009,10.48366/r260009
185,http://orkg.org/orkg/resource/R260193,10.48366/r260193
186,http://orkg.org/orkg/resource/R260330,10.48366/r260330
187,http://orkg.org/orkg/resource/R261028,10.48366/r261028
188,http://orkg.org/orkg/resource/R266339,10.48366/r266339
189,http://orkg.org/orkg/resource/R266423,10.48366/r266423
190,http://orkg.org/orkg/resource/R274032,10.48366/r274032
191,http://orkg.org/orkg/resource/R275000,10.48366/r275000
192,http://orkg.org/orkg/resource/R280729,10.48366/r280729
193,http://orkg.org/orkg/resource/R281265,10.48366/r281265
194,http://orkg.org/orkg/resource/R282510,10.48366/r282510
195,http://orkg.org/orkg/resource/R282511,10.48366/r282511
196,http://orkg.org/orkg/resource/R282512,10.48366/r282512
197,http://orkg.org/orkg/resource/R284515,10.48366/r284515
198,http://orkg.org/orkg/resource/R285347,10.48366/r285347
199,http://orkg.org/orkg/resource/R36099,10.48366/r36099
200,http://orkg.org/orkg/resource/R38484,10.48366/r38484
201,http://orkg.org/orkg/resource/R44930,10.48366/r44930
202,http://orkg.org/orkg/resource/R70212,10.48366/r70212
203,http://orkg.org/orkg/resource/R8342,10.48366/r8342
204,http://orkg.org/orkg/resource/R8364,10.48366/r8364
205,http://orkg.org/orkg/resource/R107854,10.48366/r107854
206,http://orkg.org/orkg/resource/R108358,10.48366/r108358
207,http://orkg.org/orkg/resource/R108601,10.48366/r108601
208,http://orkg.org/orkg/resource/R108719,10.48366/r108719
209,http://orkg.org/orkg/resource/R109041,10.48366/r109041
210,http://orkg.org/orkg/resource/R109236,10.48366/r109236
211,http://orkg.org/orkg/resource/R109546,10.48366/r109546
212,http://orkg.org/orkg/resource/R109612,10.48366/r109612
213,http://orkg.org/orkg/resource/R109904,10.48366/r109904
214,http://orkg.org/orkg/resource/R110071,10.48366/r110071
215,http://orkg.org/orkg/resource/R110124,10.48366/r110124
216,http://orkg.org/orkg/resource/R110138,10.48366/r110138
217,http://orkg.org/orkg/resource/R110188,10.48366/r110188
218,http://orkg.org/orkg/resource/R110245,10.48366/r110245
219,http://orkg.org/orkg/resource/R110361,10.48366/r110361
220,http://orkg.org/orkg/resource/R110651,10.48366/r110651
221,http://orkg.org/orkg/resource/R110655,10.48366/r110655
222,http://orkg.org/orkg/resource/R110777,10.48366/r110777
223,http://orkg.org/orkg/resource/R110991,10.48366/r110991
224,http://orkg.org/orkg/resource/R111117,10.48366/r111117
225,http://orkg.org/orkg/resource/R111151,10.48366/r111151
226,http://orkg.org/orkg/resource/R111154,10.48366/r111154
227,http://orkg.org/orkg/resource/R112387,10.48366/r112387
228,http://orkg.org/orkg/resource/R113089,10.48366/r113089
229,http://orkg.org/orkg/resource/R114155,10.48366/r114155
230,http://orkg.org/orkg/resource/R137151,10.48366/r137151
231,http://orkg.org/orkg/resource/R137164,10.48366/r137164
232,http://orkg.org/orkg/resource/R137469,10.48366/r137469
233,http://orkg.org/orkg/resource/R138179,10.48366/r138179
234,http://orkg.org/orkg/resource/R138373,10.48366/r138373
235,http://orkg.org/orkg/resource/R138393,10.48366/r138393
236,http://orkg.org/orkg/resource/R138418,10.48366/r138418
237,http://orkg.org/orkg/resource/R138483,10.48366/r138483
238,http://orkg.org/orkg/resource/R138501,10.48366/r138501
239,http://orkg.org/orkg/resource/R138542,10.48366/r138542
240,http://orkg.org/orkg/resource/R138633,10.48366/r138633
241,http://orkg.org/orkg/resource/R139050,10.48366/r139050
242,http://orkg.org/orkg/resource/R139190,10.48366/r139190
243,http://orkg.org/orkg/resource/R139191,10.48366/r139191
244,http://orkg.org/orkg/resource/R139551,10.48366/r139551
245,http://orkg.org/orkg/resource/R139567,10.48366/r139567
246,http://orkg.org/orkg/resource/R139568,10.48366/r139568
247,http://orkg.org/orkg/resource/R139845,10.48366/r139845
248,http://orkg.org/orkg/resource/R140131,10.48366/r140131
249,http://orkg.org/orkg/resource/R140805,10.48366/r140805
250,http://orkg.org/orkg/resource/R172704,10.48366/r172704
251,http://orkg.org/orkg/resource/R172826,10.48366/r172826
252,http://orkg.org/orkg/resource/R172932,10.48366/r172932
253,http://orkg.org/orkg/resource/R175108,10.48366/r175108
254,http://orkg.org/orkg/resource/R175304,10.48366/r175304
255,http://orkg.org/orkg/resource/R176017,10.48366/r176017
256,http://orkg.org/orkg/resource/R176038,10.48366/r176038
257,http://orkg.org/orkg/resource/R178188,10.48366/r178188
258,http://orkg.org/orkg/resource/R178201,10.48366/r178201
259,http://orkg.org/orkg/resource/R178450,10.48366/r178450
260,http://orkg.org/orkg/resource/R178479,10.48366/r178479
261,http://orkg.org/orkg/resource/R186111,10.48366/r186111
262,http://orkg.org/orkg/resource/R187049,10.48366/r187049
263,http://orkg.org/orkg/resource/R193278,10.48366/r193278
264,http://orkg.org/orkg/resource/R193463,10.48366/r193463
265,http://orkg.org/orkg/resource/R201854,10.48366/r201854
266,http://orkg.org/orkg/resource/R204080,10.48366/r204080
267,http://orkg.org/orkg/resource/R288015,10.48366/r288015
268,http://orkg.org/orkg/resource/R288016,10.48366/r288016
269,http://orkg.org/orkg/resource/R288017,10.48366/r288017
270,http://orkg.org/orkg/resource/R288018,10.48366/r288018
271,http://orkg.org/orkg/resource/R288019,10.48366/r288019
272,http://orkg.org/orkg/resource/R288020,10.48366/r288020
273,http://orkg.org/orkg/resource/R288021,10.48366/r288021
274,http://orkg.org/orkg/resource/R288022,10.48366/r288022
275,http://orkg.org/orkg/resource/R288023,10.48366/r288023
276,http://orkg.org/orkg/resource/R288024,10.48366/r288024
277,http://orkg.org/orkg/resource/R288025,10.48366/r288025
278,http://orkg.org/orkg/resource/R288027,10.48366/r288027
279,http://orkg.org/orkg/resource/R288028,10.48366/r288028
280,http://orkg.org/orkg/resource/R288029,10.48366/r288029
281,http://orkg.org/orkg/resource/R288044,10.48366/r288044
282,http://orkg.org/orkg/resource/R288045,10.48366/r288045
283,http://orkg.org/orkg/resource/R288046,10.48366/r288046
284,http://orkg.org/orkg/resource/R288047,10.48366/r288047
285,http://orkg.org/orkg/resource/R288049,10.48366/r288049
286,http://orkg.org/orkg/resource/R288078,10.48366/r288078
287,http://orkg.org/orkg/resource/R576864,10.48366/r576864
288,http://orkg.org/orkg/resource/R576870,10.48366/r576870
289,http://orkg.org/orkg/resource/R576872,10.48366/r576872
290,http://orkg.org/orkg/resource/R576873,10.48366/r576873
291,http://orkg.org/orkg/resource/R576874,10.48366/r576874
292,http://orkg.org/orkg/resource/R576875,10.48366/r576875
293,http://orkg.org/orkg/resource/R576876,10.48366/r576876
