,comparison,doi,metric,score_earned,score_total
632,http://orkg.org/orkg/resource/R155154,10.48366/r155154,FsF-I3-01M,0,1
633,http://orkg.org/orkg/resource/R155154,10.48366/r155154,FsF-R1-01MD,1,4
634,http://orkg.org/orkg/resource/R155154,10.48366/r155154,FsF-R1.1-01M,2,2
635,http://orkg.org/orkg/resource/R155154,10.48366/r155154,FsF-R1.2-01M,1,2
636,http://orkg.org/orkg/resource/R155154,10.48366/r155154,FsF-R1.3-01M,0,1
637,http://orkg.org/orkg/resource/R155154,10.48366/r155154,FsF-R1.3-02D,0,1
638,http://orkg.org/orkg/resource/R155154,10.48366/r155154,FsF-A1-03D,0,1
639,http://orkg.org/orkg/resource/R155154,10.48366/r155154,FsF-A1-02M,1,1
640,http://orkg.org/orkg/resource/R155191,10.48366/r155191,FsF-F1-01D,1,1
641,http://orkg.org/orkg/resource/R155191,10.48366/r155191,FsF-F1-02D,1,1
642,http://orkg.org/orkg/resource/R155191,10.48366/r155191,FsF-F2-01M,2,2
643,http://orkg.org/orkg/resource/R155191,10.48366/r155191,FsF-F3-01M,0,1
644,http://orkg.org/orkg/resource/R155191,10.48366/r155191,FsF-F4-01M,2,2
645,http://orkg.org/orkg/resource/R155191,10.48366/r155191,FsF-A1-01M,0,1
646,http://orkg.org/orkg/resource/R155191,10.48366/r155191,FsF-I1-01M,1,2
647,http://orkg.org/orkg/resource/R155191,10.48366/r155191,FsF-I2-01M,0,1
648,http://orkg.org/orkg/resource/R155191,10.48366/r155191,FsF-I3-01M,0,1
649,http://orkg.org/orkg/resource/R155191,10.48366/r155191,FsF-R1-01MD,1,4
650,http://orkg.org/orkg/resource/R155191,10.48366/r155191,FsF-R1.1-01M,2,2
651,http://orkg.org/orkg/resource/R155191,10.48366/r155191,FsF-R1.2-01M,1,2
652,http://orkg.org/orkg/resource/R155191,10.48366/r155191,FsF-R1.3-01M,0,1
653,http://orkg.org/orkg/resource/R155191,10.48366/r155191,FsF-R1.3-02D,0,1
654,http://orkg.org/orkg/resource/R155191,10.48366/r155191,FsF-A1-03D,0,1
655,http://orkg.org/orkg/resource/R155191,10.48366/r155191,FsF-A1-02M,1,1
656,http://orkg.org/orkg/resource/R155248,10.48366/r155248,FsF-F1-01D,1,1
657,http://orkg.org/orkg/resource/R155248,10.48366/r155248,FsF-F1-02D,1,1
658,http://orkg.org/orkg/resource/R155248,10.48366/r155248,FsF-F2-01M,2,2
659,http://orkg.org/orkg/resource/R155248,10.48366/r155248,FsF-F3-01M,0,1
660,http://orkg.org/orkg/resource/R155248,10.48366/r155248,FsF-F4-01M,2,2
661,http://orkg.org/orkg/resource/R155248,10.48366/r155248,FsF-A1-01M,0,1
662,http://orkg.org/orkg/resource/R155248,10.48366/r155248,FsF-I1-01M,1,2
663,http://orkg.org/orkg/resource/R155248,10.48366/r155248,FsF-I2-01M,0,1
664,http://orkg.org/orkg/resource/R155248,10.48366/r155248,FsF-I3-01M,0,1
665,http://orkg.org/orkg/resource/R155248,10.48366/r155248,FsF-R1-01MD,1,4
666,http://orkg.org/orkg/resource/R155248,10.48366/r155248,FsF-R1.1-01M,2,2
667,http://orkg.org/orkg/resource/R155248,10.48366/r155248,FsF-R1.2-01M,1,2
668,http://orkg.org/orkg/resource/R155248,10.48366/r155248,FsF-R1.3-01M,0,1
669,http://orkg.org/orkg/resource/R155248,10.48366/r155248,FsF-R1.3-02D,0,1
670,http://orkg.org/orkg/resource/R155248,10.48366/r155248,FsF-A1-03D,0,1
671,http://orkg.org/orkg/resource/R155248,10.48366/r155248,FsF-A1-02M,1,1
672,http://orkg.org/orkg/resource/R155445,10.48366/r155445,FsF-F1-01D,1,1
673,http://orkg.org/orkg/resource/R155445,10.48366/r155445,FsF-F1-02D,1,1
674,http://orkg.org/orkg/resource/R155445,10.48366/r155445,FsF-F2-01M,2,2
675,http://orkg.org/orkg/resource/R155445,10.48366/r155445,FsF-F3-01M,0,1
676,http://orkg.org/orkg/resource/R155445,10.48366/r155445,FsF-F4-01M,2,2
677,http://orkg.org/orkg/resource/R155445,10.48366/r155445,FsF-A1-01M,0,1
678,http://orkg.org/orkg/resource/R155445,10.48366/r155445,FsF-I1-01M,1,2
679,http://orkg.org/orkg/resource/R155445,10.48366/r155445,FsF-I2-01M,0,1
680,http://orkg.org/orkg/resource/R155445,10.48366/r155445,FsF-I3-01M,0,1
681,http://orkg.org/orkg/resource/R155445,10.48366/r155445,FsF-R1-01MD,1,4
682,http://orkg.org/orkg/resource/R155445,10.48366/r155445,FsF-R1.1-01M,2,2
683,http://orkg.org/orkg/resource/R155445,10.48366/r155445,FsF-R1.2-01M,1,2
684,http://orkg.org/orkg/resource/R155445,10.48366/r155445,FsF-R1.3-01M,0,1
685,http://orkg.org/orkg/resource/R155445,10.48366/r155445,FsF-R1.3-02D,0,1
686,http://orkg.org/orkg/resource/R155445,10.48366/r155445,FsF-A1-03D,0,1
687,http://orkg.org/orkg/resource/R155445,10.48366/r155445,FsF-A1-02M,1,1
688,http://orkg.org/orkg/resource/R155526,10.48366/r155526,FsF-F1-01D,1,1
689,http://orkg.org/orkg/resource/R155526,10.48366/r155526,FsF-F1-02D,1,1
690,http://orkg.org/orkg/resource/R155526,10.48366/r155526,FsF-F2-01M,2,2
691,http://orkg.org/orkg/resource/R155526,10.48366/r155526,FsF-F3-01M,0,1
692,http://orkg.org/orkg/resource/R155526,10.48366/r155526,FsF-F4-01M,2,2
693,http://orkg.org/orkg/resource/R155526,10.48366/r155526,FsF-A1-01M,0,1
694,http://orkg.org/orkg/resource/R155526,10.48366/r155526,FsF-I1-01M,1,2
695,http://orkg.org/orkg/resource/R155526,10.48366/r155526,FsF-I2-01M,0,1
696,http://orkg.org/orkg/resource/R155526,10.48366/r155526,FsF-I3-01M,0,1
697,http://orkg.org/orkg/resource/R155526,10.48366/r155526,FsF-R1-01MD,1,4
698,http://orkg.org/orkg/resource/R155526,10.48366/r155526,FsF-R1.1-01M,2,2
699,http://orkg.org/orkg/resource/R155526,10.48366/r155526,FsF-R1.2-01M,1,2
700,http://orkg.org/orkg/resource/R155526,10.48366/r155526,FsF-R1.3-01M,0,1
701,http://orkg.org/orkg/resource/R155526,10.48366/r155526,FsF-R1.3-02D,0,1
702,http://orkg.org/orkg/resource/R155526,10.48366/r155526,FsF-A1-03D,0,1
703,http://orkg.org/orkg/resource/R155526,10.48366/r155526,FsF-A1-02M,1,1
704,http://orkg.org/orkg/resource/R155543,10.48366/r155543,FsF-F1-01D,1,1
705,http://orkg.org/orkg/resource/R155543,10.48366/r155543,FsF-F1-02D,1,1
706,http://orkg.org/orkg/resource/R155543,10.48366/r155543,FsF-F2-01M,2,2
707,http://orkg.org/orkg/resource/R155543,10.48366/r155543,FsF-F3-01M,0,1
708,http://orkg.org/orkg/resource/R155543,10.48366/r155543,FsF-F4-01M,2,2
709,http://orkg.org/orkg/resource/R155543,10.48366/r155543,FsF-A1-01M,0,1
710,http://orkg.org/orkg/resource/R155543,10.48366/r155543,FsF-I1-01M,1,2
711,http://orkg.org/orkg/resource/R155543,10.48366/r155543,FsF-I2-01M,0,1
712,http://orkg.org/orkg/resource/R155543,10.48366/r155543,FsF-I3-01M,0,1
713,http://orkg.org/orkg/resource/R155543,10.48366/r155543,FsF-R1-01MD,1,4
714,http://orkg.org/orkg/resource/R155543,10.48366/r155543,FsF-R1.1-01M,2,2
715,http://orkg.org/orkg/resource/R155543,10.48366/r155543,FsF-R1.2-01M,1,2
716,http://orkg.org/orkg/resource/R155543,10.48366/r155543,FsF-R1.3-01M,0,1
717,http://orkg.org/orkg/resource/R155543,10.48366/r155543,FsF-R1.3-02D,0,1
718,http://orkg.org/orkg/resource/R155543,10.48366/r155543,FsF-A1-03D,0,1
719,http://orkg.org/orkg/resource/R155543,10.48366/r155543,FsF-A1-02M,1,1
720,http://orkg.org/orkg/resource/R155561,10.48366/r155561,FsF-F1-01D,1,1
721,http://orkg.org/orkg/resource/R155561,10.48366/r155561,FsF-F1-02D,1,1
722,http://orkg.org/orkg/resource/R155561,10.48366/r155561,FsF-F2-01M,2,2
723,http://orkg.org/orkg/resource/R155561,10.48366/r155561,FsF-F3-01M,0,1
724,http://orkg.org/orkg/resource/R155561,10.48366/r155561,FsF-F4-01M,2,2
725,http://orkg.org/orkg/resource/R155561,10.48366/r155561,FsF-A1-01M,0,1
726,http://orkg.org/orkg/resource/R155561,10.48366/r155561,FsF-I1-01M,1,2
727,http://orkg.org/orkg/resource/R155561,10.48366/r155561,FsF-I2-01M,0,1
728,http://orkg.org/orkg/resource/R155561,10.48366/r155561,FsF-I3-01M,0,1
729,http://orkg.org/orkg/resource/R155561,10.48366/r155561,FsF-R1-01MD,1,4
730,http://orkg.org/orkg/resource/R155561,10.48366/r155561,FsF-R1.1-01M,2,2
731,http://orkg.org/orkg/resource/R155561,10.48366/r155561,FsF-R1.2-01M,1,2
732,http://orkg.org/orkg/resource/R155561,10.48366/r155561,FsF-R1.3-01M,0,1
733,http://orkg.org/orkg/resource/R155561,10.48366/r155561,FsF-R1.3-02D,0,1
734,http://orkg.org/orkg/resource/R155561,10.48366/r155561,FsF-A1-03D,0,1
735,http://orkg.org/orkg/resource/R155561,10.48366/r155561,FsF-A1-02M,1,1
736,http://orkg.org/orkg/resource/R155584,10.48366/r155584,FsF-F1-01D,1,1
737,http://orkg.org/orkg/resource/R155584,10.48366/r155584,FsF-F1-02D,1,1
738,http://orkg.org/orkg/resource/R155584,10.48366/r155584,FsF-F2-01M,2,2
739,http://orkg.org/orkg/resource/R155584,10.48366/r155584,FsF-F3-01M,0,1
740,http://orkg.org/orkg/resource/R155584,10.48366/r155584,FsF-F4-01M,2,2
741,http://orkg.org/orkg/resource/R155584,10.48366/r155584,FsF-A1-01M,0,1
742,http://orkg.org/orkg/resource/R155584,10.48366/r155584,FsF-I1-01M,1,2
743,http://orkg.org/orkg/resource/R155584,10.48366/r155584,FsF-I2-01M,0,1
744,http://orkg.org/orkg/resource/R155584,10.48366/r155584,FsF-I3-01M,0,1
745,http://orkg.org/orkg/resource/R155584,10.48366/r155584,FsF-R1-01MD,1,4
746,http://orkg.org/orkg/resource/R155584,10.48366/r155584,FsF-R1.1-01M,2,2
747,http://orkg.org/orkg/resource/R155584,10.48366/r155584,FsF-R1.2-01M,1,2
748,http://orkg.org/orkg/resource/R155584,10.48366/r155584,FsF-R1.3-01M,0,1
749,http://orkg.org/orkg/resource/R155584,10.48366/r155584,FsF-R1.3-02D,0,1
750,http://orkg.org/orkg/resource/R155584,10.48366/r155584,FsF-A1-03D,0,1
751,http://orkg.org/orkg/resource/R155584,10.48366/r155584,FsF-A1-02M,1,1
752,http://orkg.org/orkg/resource/R155800,10.48366/r155800,FsF-F1-01D,1,1
753,http://orkg.org/orkg/resource/R155800,10.48366/r155800,FsF-F1-02D,1,1
754,http://orkg.org/orkg/resource/R155800,10.48366/r155800,FsF-F2-01M,2,2
755,http://orkg.org/orkg/resource/R155800,10.48366/r155800,FsF-F3-01M,0,1
756,http://orkg.org/orkg/resource/R155800,10.48366/r155800,FsF-F4-01M,2,2
757,http://orkg.org/orkg/resource/R155800,10.48366/r155800,FsF-A1-01M,0,1
758,http://orkg.org/orkg/resource/R155800,10.48366/r155800,FsF-I1-01M,1,2
759,http://orkg.org/orkg/resource/R155800,10.48366/r155800,FsF-I2-01M,0,1
760,http://orkg.org/orkg/resource/R155800,10.48366/r155800,FsF-I3-01M,0,1
761,http://orkg.org/orkg/resource/R155800,10.48366/r155800,FsF-R1-01MD,1,4
762,http://orkg.org/orkg/resource/R155800,10.48366/r155800,FsF-R1.1-01M,2,2
763,http://orkg.org/orkg/resource/R155800,10.48366/r155800,FsF-R1.2-01M,1,2
764,http://orkg.org/orkg/resource/R155800,10.48366/r155800,FsF-R1.3-01M,0,1
765,http://orkg.org/orkg/resource/R155800,10.48366/r155800,FsF-R1.3-02D,0,1
766,http://orkg.org/orkg/resource/R155800,10.48366/r155800,FsF-A1-03D,0,1
767,http://orkg.org/orkg/resource/R155800,10.48366/r155800,FsF-A1-02M,1,1
768,http://orkg.org/orkg/resource/R157074,10.48366/r157074,FsF-F1-01D,1,1
769,http://orkg.org/orkg/resource/R157074,10.48366/r157074,FsF-F1-02D,1,1
770,http://orkg.org/orkg/resource/R157074,10.48366/r157074,FsF-F2-01M,2,2
771,http://orkg.org/orkg/resource/R157074,10.48366/r157074,FsF-F3-01M,0,1
772,http://orkg.org/orkg/resource/R157074,10.48366/r157074,FsF-F4-01M,2,2
773,http://orkg.org/orkg/resource/R157074,10.48366/r157074,FsF-A1-01M,0,1
774,http://orkg.org/orkg/resource/R157074,10.48366/r157074,FsF-I1-01M,1,2
775,http://orkg.org/orkg/resource/R157074,10.48366/r157074,FsF-I2-01M,0,1
776,http://orkg.org/orkg/resource/R157074,10.48366/r157074,FsF-I3-01M,0,1
777,http://orkg.org/orkg/resource/R157074,10.48366/r157074,FsF-R1-01MD,1,4
778,http://orkg.org/orkg/resource/R157074,10.48366/r157074,FsF-R1.1-01M,2,2
779,http://orkg.org/orkg/resource/R157074,10.48366/r157074,FsF-R1.2-01M,1,2
780,http://orkg.org/orkg/resource/R157074,10.48366/r157074,FsF-R1.3-01M,0,1
781,http://orkg.org/orkg/resource/R157074,10.48366/r157074,FsF-R1.3-02D,0,1
782,http://orkg.org/orkg/resource/R157074,10.48366/r157074,FsF-A1-03D,0,1
783,http://orkg.org/orkg/resource/R157074,10.48366/r157074,FsF-A1-02M,1,1
784,http://orkg.org/orkg/resource/R157076,10.48366/r157076,FsF-F1-01D,1,1
785,http://orkg.org/orkg/resource/R157076,10.48366/r157076,FsF-F1-02D,1,1
786,http://orkg.org/orkg/resource/R157076,10.48366/r157076,FsF-F2-01M,2,2
787,http://orkg.org/orkg/resource/R157076,10.48366/r157076,FsF-F3-01M,0,1
788,http://orkg.org/orkg/resource/R157076,10.48366/r157076,FsF-F4-01M,2,2
789,http://orkg.org/orkg/resource/R157076,10.48366/r157076,FsF-A1-01M,0,1
790,http://orkg.org/orkg/resource/R157076,10.48366/r157076,FsF-I1-01M,1,2
791,http://orkg.org/orkg/resource/R157076,10.48366/r157076,FsF-I2-01M,0,1
792,http://orkg.org/orkg/resource/R157076,10.48366/r157076,FsF-I3-01M,0,1
793,http://orkg.org/orkg/resource/R157076,10.48366/r157076,FsF-R1-01MD,1,4
794,http://orkg.org/orkg/resource/R157076,10.48366/r157076,FsF-R1.1-01M,2,2
795,http://orkg.org/orkg/resource/R157076,10.48366/r157076,FsF-R1.2-01M,1,2
796,http://orkg.org/orkg/resource/R157076,10.48366/r157076,FsF-R1.3-01M,0,1
797,http://orkg.org/orkg/resource/R157076,10.48366/r157076,FsF-R1.3-02D,0,1
798,http://orkg.org/orkg/resource/R157076,10.48366/r157076,FsF-A1-03D,0,1
799,http://orkg.org/orkg/resource/R157076,10.48366/r157076,FsF-A1-02M,1,1
800,http://orkg.org/orkg/resource/R160149,10.48366/r160149,FsF-F1-01D,1,1
801,http://orkg.org/orkg/resource/R160149,10.48366/r160149,FsF-F1-02D,1,1
802,http://orkg.org/orkg/resource/R160149,10.48366/r160149,FsF-F2-01M,2,2
803,http://orkg.org/orkg/resource/R160149,10.48366/r160149,FsF-F3-01M,0,1
804,http://orkg.org/orkg/resource/R160149,10.48366/r160149,FsF-F4-01M,2,2
805,http://orkg.org/orkg/resource/R160149,10.48366/r160149,FsF-A1-01M,0,1
806,http://orkg.org/orkg/resource/R160149,10.48366/r160149,FsF-I1-01M,1,2
807,http://orkg.org/orkg/resource/R160149,10.48366/r160149,FsF-I2-01M,0,1
808,http://orkg.org/orkg/resource/R160149,10.48366/r160149,FsF-I3-01M,0,1
809,http://orkg.org/orkg/resource/R160149,10.48366/r160149,FsF-R1-01MD,1,4
810,http://orkg.org/orkg/resource/R160149,10.48366/r160149,FsF-R1.1-01M,2,2
811,http://orkg.org/orkg/resource/R160149,10.48366/r160149,FsF-R1.2-01M,1,2
812,http://orkg.org/orkg/resource/R160149,10.48366/r160149,FsF-R1.3-01M,0,1
813,http://orkg.org/orkg/resource/R160149,10.48366/r160149,FsF-R1.3-02D,0,1
814,http://orkg.org/orkg/resource/R160149,10.48366/r160149,FsF-A1-03D,0,1
815,http://orkg.org/orkg/resource/R160149,10.48366/r160149,FsF-A1-02M,1,1
816,http://orkg.org/orkg/resource/R160168,10.48366/r160168,FsF-F1-01D,1,1
817,http://orkg.org/orkg/resource/R160168,10.48366/r160168,FsF-F1-02D,1,1
818,http://orkg.org/orkg/resource/R160168,10.48366/r160168,FsF-F2-01M,2,2
819,http://orkg.org/orkg/resource/R160168,10.48366/r160168,FsF-F3-01M,0,1
820,http://orkg.org/orkg/resource/R160168,10.48366/r160168,FsF-F4-01M,2,2
821,http://orkg.org/orkg/resource/R160168,10.48366/r160168,FsF-A1-01M,0,1
822,http://orkg.org/orkg/resource/R160168,10.48366/r160168,FsF-I1-01M,1,2
823,http://orkg.org/orkg/resource/R160168,10.48366/r160168,FsF-I2-01M,0,1
824,http://orkg.org/orkg/resource/R160168,10.48366/r160168,FsF-I3-01M,0,1
825,http://orkg.org/orkg/resource/R160168,10.48366/r160168,FsF-R1-01MD,1,4
826,http://orkg.org/orkg/resource/R160168,10.48366/r160168,FsF-R1.1-01M,2,2
827,http://orkg.org/orkg/resource/R160168,10.48366/r160168,FsF-R1.2-01M,1,2
828,http://orkg.org/orkg/resource/R160168,10.48366/r160168,FsF-R1.3-01M,0,1
829,http://orkg.org/orkg/resource/R160168,10.48366/r160168,FsF-R1.3-02D,0,1
830,http://orkg.org/orkg/resource/R160168,10.48366/r160168,FsF-A1-03D,0,1
831,http://orkg.org/orkg/resource/R160168,10.48366/r160168,FsF-A1-02M,1,1
832,http://orkg.org/orkg/resource/R160174,10.48366/r160174,FsF-F1-01D,1,1
833,http://orkg.org/orkg/resource/R160174,10.48366/r160174,FsF-F1-02D,1,1
834,http://orkg.org/orkg/resource/R160174,10.48366/r160174,FsF-F2-01M,2,2
835,http://orkg.org/orkg/resource/R160174,10.48366/r160174,FsF-F3-01M,0,1
836,http://orkg.org/orkg/resource/R160174,10.48366/r160174,FsF-F4-01M,2,2
837,http://orkg.org/orkg/resource/R160174,10.48366/r160174,FsF-A1-01M,0,1
838,http://orkg.org/orkg/resource/R160174,10.48366/r160174,FsF-I1-01M,1,2
839,http://orkg.org/orkg/resource/R160174,10.48366/r160174,FsF-I2-01M,0,1
840,http://orkg.org/orkg/resource/R160174,10.48366/r160174,FsF-I3-01M,0,1
841,http://orkg.org/orkg/resource/R160174,10.48366/r160174,FsF-R1-01MD,1,4
842,http://orkg.org/orkg/resource/R160174,10.48366/r160174,FsF-R1.1-01M,2,2
843,http://orkg.org/orkg/resource/R160174,10.48366/r160174,FsF-R1.2-01M,1,2
844,http://orkg.org/orkg/resource/R160174,10.48366/r160174,FsF-R1.3-01M,0,1
845,http://orkg.org/orkg/resource/R160174,10.48366/r160174,FsF-R1.3-02D,0,1
846,http://orkg.org/orkg/resource/R160174,10.48366/r160174,FsF-A1-03D,0,1
847,http://orkg.org/orkg/resource/R160174,10.48366/r160174,FsF-A1-02M,1,1
848,http://orkg.org/orkg/resource/R160189,10.48366/r160189,FsF-F1-01D,1,1
849,http://orkg.org/orkg/resource/R160189,10.48366/r160189,FsF-F1-02D,1,1
850,http://orkg.org/orkg/resource/R160189,10.48366/r160189,FsF-F2-01M,2,2
851,http://orkg.org/orkg/resource/R160189,10.48366/r160189,FsF-F3-01M,0,1
852,http://orkg.org/orkg/resource/R160189,10.48366/r160189,FsF-F4-01M,2,2
853,http://orkg.org/orkg/resource/R160189,10.48366/r160189,FsF-A1-01M,0,1
854,http://orkg.org/orkg/resource/R160189,10.48366/r160189,FsF-I1-01M,1,2
855,http://orkg.org/orkg/resource/R160189,10.48366/r160189,FsF-I2-01M,0,1
856,http://orkg.org/orkg/resource/R160189,10.48366/r160189,FsF-I3-01M,0,1
857,http://orkg.org/orkg/resource/R160189,10.48366/r160189,FsF-R1-01MD,1,4
858,http://orkg.org/orkg/resource/R160189,10.48366/r160189,FsF-R1.1-01M,2,2
859,http://orkg.org/orkg/resource/R160189,10.48366/r160189,FsF-R1.2-01M,1,2
860,http://orkg.org/orkg/resource/R160189,10.48366/r160189,FsF-R1.3-01M,0,1
861,http://orkg.org/orkg/resource/R160189,10.48366/r160189,FsF-R1.3-02D,0,1
862,http://orkg.org/orkg/resource/R160189,10.48366/r160189,FsF-A1-03D,0,1
863,http://orkg.org/orkg/resource/R160189,10.48366/r160189,FsF-A1-02M,1,1
864,http://orkg.org/orkg/resource/R160205,10.48366/r160205,FsF-F1-01D,1,1
865,http://orkg.org/orkg/resource/R160205,10.48366/r160205,FsF-F1-02D,1,1
866,http://orkg.org/orkg/resource/R160205,10.48366/r160205,FsF-F2-01M,2,2
867,http://orkg.org/orkg/resource/R160205,10.48366/r160205,FsF-F3-01M,0,1
868,http://orkg.org/orkg/resource/R160205,10.48366/r160205,FsF-F4-01M,2,2
869,http://orkg.org/orkg/resource/R160205,10.48366/r160205,FsF-A1-01M,0,1
870,http://orkg.org/orkg/resource/R160205,10.48366/r160205,FsF-I1-01M,1,2
871,http://orkg.org/orkg/resource/R160205,10.48366/r160205,FsF-I2-01M,0,1
872,http://orkg.org/orkg/resource/R160205,10.48366/r160205,FsF-I3-01M,0,1
873,http://orkg.org/orkg/resource/R160205,10.48366/r160205,FsF-R1-01MD,1,4
874,http://orkg.org/orkg/resource/R160205,10.48366/r160205,FsF-R1.1-01M,2,2
875,http://orkg.org/orkg/resource/R160205,10.48366/r160205,FsF-R1.2-01M,1,2
876,http://orkg.org/orkg/resource/R160205,10.48366/r160205,FsF-R1.3-01M,0,1
877,http://orkg.org/orkg/resource/R160205,10.48366/r160205,FsF-R1.3-02D,0,1
878,http://orkg.org/orkg/resource/R160205,10.48366/r160205,FsF-A1-03D,0,1
879,http://orkg.org/orkg/resource/R160205,10.48366/r160205,FsF-A1-02M,1,1
880,http://orkg.org/orkg/resource/R160527,10.48366/r160527,FsF-F1-01D,1,1
881,http://orkg.org/orkg/resource/R160527,10.48366/r160527,FsF-F1-02D,1,1
882,http://orkg.org/orkg/resource/R160527,10.48366/r160527,FsF-F2-01M,2,2
883,http://orkg.org/orkg/resource/R160527,10.48366/r160527,FsF-F3-01M,0,1
884,http://orkg.org/orkg/resource/R160527,10.48366/r160527,FsF-F4-01M,2,2
885,http://orkg.org/orkg/resource/R160527,10.48366/r160527,FsF-A1-01M,0,1
886,http://orkg.org/orkg/resource/R160527,10.48366/r160527,FsF-I1-01M,1,2
887,http://orkg.org/orkg/resource/R160527,10.48366/r160527,FsF-I2-01M,0,1
888,http://orkg.org/orkg/resource/R160527,10.48366/r160527,FsF-I3-01M,0,1
889,http://orkg.org/orkg/resource/R160527,10.48366/r160527,FsF-R1-01MD,1,4
890,http://orkg.org/orkg/resource/R160527,10.48366/r160527,FsF-R1.1-01M,2,2
891,http://orkg.org/orkg/resource/R160527,10.48366/r160527,FsF-R1.2-01M,1,2
892,http://orkg.org/orkg/resource/R160527,10.48366/r160527,FsF-R1.3-01M,0,1
893,http://orkg.org/orkg/resource/R160527,10.48366/r160527,FsF-R1.3-02D,0,1
894,http://orkg.org/orkg/resource/R160527,10.48366/r160527,FsF-A1-03D,0,1
895,http://orkg.org/orkg/resource/R160527,10.48366/r160527,FsF-A1-02M,1,1
896,http://orkg.org/orkg/resource/R160596,10.48366/r160596,FsF-F1-01D,1,1
897,http://orkg.org/orkg/resource/R160596,10.48366/r160596,FsF-F1-02D,1,1
898,http://orkg.org/orkg/resource/R160596,10.48366/r160596,FsF-F2-01M,2,2
899,http://orkg.org/orkg/resource/R160596,10.48366/r160596,FsF-F3-01M,0,1
900,http://orkg.org/orkg/resource/R160596,10.48366/r160596,FsF-F4-01M,2,2
901,http://orkg.org/orkg/resource/R160596,10.48366/r160596,FsF-A1-01M,0,1
902,http://orkg.org/orkg/resource/R160596,10.48366/r160596,FsF-I1-01M,1,2
903,http://orkg.org/orkg/resource/R160596,10.48366/r160596,FsF-I2-01M,0,1
904,http://orkg.org/orkg/resource/R160596,10.48366/r160596,FsF-I3-01M,0,1
905,http://orkg.org/orkg/resource/R160596,10.48366/r160596,FsF-R1-01MD,1,4
906,http://orkg.org/orkg/resource/R160596,10.48366/r160596,FsF-R1.1-01M,2,2
907,http://orkg.org/orkg/resource/R160596,10.48366/r160596,FsF-R1.2-01M,1,2
908,http://orkg.org/orkg/resource/R160596,10.48366/r160596,FsF-R1.3-01M,0,1
909,http://orkg.org/orkg/resource/R160596,10.48366/r160596,FsF-R1.3-02D,0,1
910,http://orkg.org/orkg/resource/R160596,10.48366/r160596,FsF-A1-03D,0,1
911,http://orkg.org/orkg/resource/R160596,10.48366/r160596,FsF-A1-02M,1,1
912,http://orkg.org/orkg/resource/R160597,10.48366/r160597,FsF-F1-01D,1,1
913,http://orkg.org/orkg/resource/R160597,10.48366/r160597,FsF-F1-02D,1,1
914,http://orkg.org/orkg/resource/R160597,10.48366/r160597,FsF-F2-01M,2,2
915,http://orkg.org/orkg/resource/R160597,10.48366/r160597,FsF-F3-01M,0,1
916,http://orkg.org/orkg/resource/R160597,10.48366/r160597,FsF-F4-01M,2,2
917,http://orkg.org/orkg/resource/R160597,10.48366/r160597,FsF-A1-01M,0,1
918,http://orkg.org/orkg/resource/R160597,10.48366/r160597,FsF-I1-01M,1,2
919,http://orkg.org/orkg/resource/R160597,10.48366/r160597,FsF-I2-01M,0,1
920,http://orkg.org/orkg/resource/R160597,10.48366/r160597,FsF-I3-01M,0,1
921,http://orkg.org/orkg/resource/R160597,10.48366/r160597,FsF-R1-01MD,1,4
922,http://orkg.org/orkg/resource/R160597,10.48366/r160597,FsF-R1.1-01M,2,2
923,http://orkg.org/orkg/resource/R160597,10.48366/r160597,FsF-R1.2-01M,1,2
924,http://orkg.org/orkg/resource/R160597,10.48366/r160597,FsF-R1.3-01M,0,1
925,http://orkg.org/orkg/resource/R160597,10.48366/r160597,FsF-R1.3-02D,0,1
926,http://orkg.org/orkg/resource/R160597,10.48366/r160597,FsF-A1-03D,0,1
927,http://orkg.org/orkg/resource/R160597,10.48366/r160597,FsF-A1-02M,1,1
928,http://orkg.org/orkg/resource/R160742,10.48366/r160742,FsF-F1-01D,1,1
929,http://orkg.org/orkg/resource/R160742,10.48366/r160742,FsF-F1-02D,1,1
930,http://orkg.org/orkg/resource/R160742,10.48366/r160742,FsF-F2-01M,2,2
931,http://orkg.org/orkg/resource/R160742,10.48366/r160742,FsF-F3-01M,0,1
932,http://orkg.org/orkg/resource/R160742,10.48366/r160742,FsF-F4-01M,2,2
933,http://orkg.org/orkg/resource/R160742,10.48366/r160742,FsF-A1-01M,0,1
934,http://orkg.org/orkg/resource/R160742,10.48366/r160742,FsF-I1-01M,1,2
935,http://orkg.org/orkg/resource/R160742,10.48366/r160742,FsF-I2-01M,0,1
936,http://orkg.org/orkg/resource/R160742,10.48366/r160742,FsF-I3-01M,0,1
937,http://orkg.org/orkg/resource/R160742,10.48366/r160742,FsF-R1-01MD,1,4
938,http://orkg.org/orkg/resource/R160742,10.48366/r160742,FsF-R1.1-01M,2,2
939,http://orkg.org/orkg/resource/R160742,10.48366/r160742,FsF-R1.2-01M,1,2
940,http://orkg.org/orkg/resource/R160742,10.48366/r160742,FsF-R1.3-01M,0,1
941,http://orkg.org/orkg/resource/R160742,10.48366/r160742,FsF-R1.3-02D,0,1
942,http://orkg.org/orkg/resource/R160742,10.48366/r160742,FsF-A1-03D,0,1
943,http://orkg.org/orkg/resource/R160742,10.48366/r160742,FsF-A1-02M,1,1
944,http://orkg.org/orkg/resource/R160768,10.48366/r160768,FsF-F1-01D,1,1
