,comparison,doi,metric,score_earned,score_total
3785,http://orkg.org/orkg/resource/R138418,10.48366/r138418,FsF-R1-01MD,1,4
3786,http://orkg.org/orkg/resource/R138418,10.48366/r138418,FsF-R1.1-01M,2,2
3787,http://orkg.org/orkg/resource/R138418,10.48366/r138418,FsF-R1.2-01M,1,2
3788,http://orkg.org/orkg/resource/R138418,10.48366/r138418,FsF-R1.3-01M,0,1
3789,http://orkg.org/orkg/resource/R138418,10.48366/r138418,FsF-R1.3-02D,0,1
3790,http://orkg.org/orkg/resource/R138418,10.48366/r138418,FsF-A1-03D,0,1
3791,http://orkg.org/orkg/resource/R138418,10.48366/r138418,FsF-A1-02M,1,1
3792,http://orkg.org/orkg/resource/R138483,10.48366/r138483,FsF-F1-01D,1,1
3793,http://orkg.org/orkg/resource/R138483,10.48366/r138483,FsF-F1-02D,1,1
3794,http://orkg.org/orkg/resource/R138483,10.48366/r138483,FsF-F2-01M,2,2
3795,http://orkg.org/orkg/resource/R138483,10.48366/r138483,FsF-F3-01M,0,1
3796,http://orkg.org/orkg/resource/R138483,10.48366/r138483,FsF-F4-01M,2,2
3797,http://orkg.org/orkg/resource/R138483,10.48366/r138483,FsF-A1-01M,0,1
3798,http://orkg.org/orkg/resource/R138483,10.48366/r138483,FsF-I1-01M,1,2
3799,http://orkg.org/orkg/resource/R138483,10.48366/r138483,FsF-I2-01M,0,1
3800,http://orkg.org/orkg/resource/R138483,10.48366/r138483,FsF-I3-01M,0,1
3801,http://orkg.org/orkg/resource/R138483,10.48366/r138483,FsF-R1-01MD,1,4
3802,http://orkg.org/orkg/resource/R138483,10.48366/r138483,FsF-R1.1-01M,2,2
3803,http://orkg.org/orkg/resource/R138483,10.48366/r138483,FsF-R1.2-01M,1,2
3804,http://orkg.org/orkg/resource/R138483,10.48366/r138483,FsF-R1.3-01M,0,1
3805,http://orkg.org/orkg/resource/R138483,10.48366/r138483,FsF-R1.3-02D,0,1
3806,http://orkg.org/orkg/resource/R138483,10.48366/r138483,FsF-A1-03D,0,1
3807,http://orkg.org/orkg/resource/R138483,10.48366/r138483,FsF-A1-02M,1,1
3808,http://orkg.org/orkg/resource/R138501,10.48366/r138501,FsF-F1-01D,1,1
3809,http://orkg.org/orkg/resource/R138501,10.48366/r138501,FsF-F1-02D,1,1
3810,http://orkg.org/orkg/resource/R138501,10.48366/r138501,FsF-F2-01M,2,2
3811,http://orkg.org/orkg/resource/R138501,10.48366/r138501,FsF-F3-01M,0,1
3812,http://orkg.org/orkg/resource/R138501,10.48366/r138501,FsF-F4-01M,2,2
3813,http://orkg.org/orkg/resource/R138501,10.48366/r138501,FsF-A1-01M,0,1
3814,http://orkg.org/orkg/resource/R138501,10.48366/r138501,FsF-I1-01M,1,2
3815,http://orkg.org/orkg/resource/R138501,10.48366/r138501,FsF-I2-01M,0,1
3816,http://orkg.org/orkg/resource/R138501,10.48366/r138501,FsF-I3-01M,0,1
3817,http://orkg.org/orkg/resource/R138501,10.48366/r138501,FsF-R1-01MD,1,4
3818,http://orkg.org/orkg/resource/R138501,10.48366/r138501,FsF-R1.1-01M,2,2
3819,http://orkg.org/orkg/resource/R138501,10.48366/r138501,FsF-R1.2-01M,1,2
3820,http://orkg.org/orkg/resource/R138501,10.48366/r138501,FsF-R1.3-01M,0,1
3821,http://orkg.org/orkg/resource/R138501,10.48366/r138501,FsF-R1.3-02D,0,1
3822,http://orkg.org/orkg/resource/R138501,10.48366/r138501,FsF-A1-03D,0,1
3823,http://orkg.org/orkg/resource/R138501,10.48366/r138501,FsF-A1-02M,1,1
3824,http://orkg.org/orkg/resource/R138542,10.48366/r138542,FsF-F1-01D,1,1
3825,http://orkg.org/orkg/resource/R138542,10.48366/r138542,FsF-F1-02D,1,1
3826,http://orkg.org/orkg/resource/R138542,10.48366/r138542,FsF-F2-01M,2,2
3827,http://orkg.org/orkg/resource/R138542,10.48366/r138542,FsF-F3-01M,0,1
3828,http://orkg.org/orkg/resource/R138542,10.48366/r138542,FsF-F4-01M,2,2
3829,http://orkg.org/orkg/resource/R138542,10.48366/r138542,FsF-A1-01M,0,1
3830,http://orkg.org/orkg/resource/R138542,10.48366/r138542,FsF-I1-01M,1,2
3831,http://orkg.org/orkg/resource/R138542,10.48366/r138542,FsF-I2-01M,0,1
3832,http://orkg.org/orkg/resource/R138542,10.48366/r138542,FsF-I3-01M,0,1
3833,http://orkg.org/orkg/resource/R138542,10.48366/r138542,FsF-R1-01MD,1,4
3834,http://orkg.org/orkg/resource/R138542,10.48366/r138542,FsF-R1.1-01M,2,2
3835,http://orkg.org/orkg/resource/R138542,10.48366/r138542,FsF-R1.2-01M,1,2
3836,http://orkg.org/orkg/resource/R138542,10.48366/r138542,FsF-R1.3-01M,0,1
3837,http://orkg.org/orkg/resource/R138542,10.48366/r138542,FsF-R1.3-02D,0,1
3838,http://orkg.org/orkg/resource/R138542,10.48366/r138542,FsF-A1-03D,0,1
3839,http://orkg.org/orkg/resource/R138542,10.48366/r138542,FsF-A1-02M,1,1
3840,http://orkg.org/orkg/resource/R138633,10.48366/r138633,FsF-F1-01D,1,1
3841,http://orkg.org/orkg/resource/R138633,10.48366/r138633,FsF-F1-02D,1,1
3842,http://orkg.org/orkg/resource/R138633,10.48366/r138633,FsF-F2-01M,2,2
3843,http://orkg.org/orkg/resource/R138633,10.48366/r138633,FsF-F3-01M,0,1
3844,http://orkg.org/orkg/resource/R138633,10.48366/r138633,FsF-F4-01M,2,2
3845,http://orkg.org/orkg/resource/R138633,10.48366/r138633,FsF-A1-01M,0,1
3846,http://orkg.org/orkg/resource/R138633,10.48366/r138633,FsF-I1-01M,1,2
3847,http://orkg.org/orkg/resource/R138633,10.48366/r138633,FsF-I2-01M,0,1
3848,http://orkg.org/orkg/resource/R138633,10.48366/r138633,FsF-I3-01M,0,1
3849,http://orkg.org/orkg/resource/R138633,10.48366/r138633,FsF-R1-01MD,1,4
3850,http://orkg.org/orkg/resource/R138633,10.48366/r138633,FsF-R1.1-01M,2,2
3851,http://orkg.org/orkg/resource/R138633,10.48366/r138633,FsF-R1.2-01M,1,2
3852,http://orkg.org/orkg/resource/R138633,10.48366/r138633,FsF-R1.3-01M,0,1
3853,http://orkg.org/orkg/resource/R138633,10.48366/r138633,FsF-R1.3-02D,0,1
3854,http://orkg.org/orkg/resource/R138633,10.48366/r138633,FsF-A1-03D,0,1
3855,http://orkg.org/orkg/resource/R138633,10.48366/r138633,FsF-A1-02M,1,1
3856,http://orkg.org/orkg/resource/R139050,10.48366/r139050,FsF-F1-01D,1,1
3857,http://orkg.org/orkg/resource/R139050,10.48366/r139050,FsF-F1-02D,1,1
3858,http://orkg.org/orkg/resource/R139050,10.48366/r139050,FsF-F2-01M,2,2
3859,http://orkg.org/orkg/resource/R139050,10.48366/r139050,FsF-F3-01M,0,1
3860,http://orkg.org/orkg/resource/R139050,10.48366/r139050,FsF-F4-01M,2,2
3861,http://orkg.org/orkg/resource/R139050,10.48366/r139050,FsF-A1-01M,0,1
3862,http://orkg.org/orkg/resource/R139050,10.48366/r139050,FsF-I1-01M,1,2
3863,http://orkg.org/orkg/resource/R139050,10.48366/r139050,FsF-I2-01M,0,1
3864,http://orkg.org/orkg/resource/R139050,10.48366/r139050,FsF-I3-01M,0,1
3865,http://orkg.org/orkg/resource/R139050,10.48366/r139050,FsF-R1-01MD,1,4
3866,http://orkg.org/orkg/resource/R139050,10.48366/r139050,FsF-R1.1-01M,2,2
3867,http://orkg.org/orkg/resource/R139050,10.48366/r139050,FsF-R1.2-01M,1,2
3868,http://orkg.org/orkg/resource/R139050,10.48366/r139050,FsF-R1.3-01M,0,1
3869,http://orkg.org/orkg/resource/R139050,10.48366/r139050,FsF-R1.3-02D,0,1
3870,http://orkg.org/orkg/resource/R139050,10.48366/r139050,FsF-A1-03D,0,1
3871,http://orkg.org/orkg/resource/R139050,10.48366/r139050,FsF-A1-02M,1,1
3872,http://orkg.org/orkg/resource/R139190,10.48366/r139190,FsF-F1-01D,1,1
3873,http://orkg.org/orkg/resource/R139190,10.48366/r139190,FsF-F1-02D,1,1
3874,http://orkg.org/orkg/resource/R139190,10.48366/r139190,FsF-F2-01M,2,2
3875,http://orkg.org/orkg/resource/R139190,10.48366/r139190,FsF-F3-01M,0,1
3876,http://orkg.org/orkg/resource/R139190,10.48366/r139190,FsF-F4-01M,2,2
3877,http://orkg.org/orkg/resource/R139190,10.48366/r139190,FsF-A1-01M,0,1
3878,http://orkg.org/orkg/resource/R139190,10.48366/r139190,FsF-I1-01M,1,2
3879,http://orkg.org/orkg/resource/R139190,10.48366/r139190,FsF-I2-01M,0,1
3880,http://orkg.org/orkg/resource/R139190,10.48366/r139190,FsF-I3-01M,0,1
3881,http://orkg.org/orkg/resource/R139190,10.48366/r139190,FsF-R1-01MD,1,4
3882,http://orkg.org/orkg/resource/R139190,10.48366/r139190,FsF-R1.1-01M,2,2
3883,http://orkg.org/orkg/resource/R139190,10.48366/r139190,FsF-R1.2-01M,1,2
3884,http://orkg.org/orkg/resource/R139190,10.48366/r139190,FsF-R1.3-01M,0,1
3885,http://orkg.org/orkg/resource/R139190,10.48366/r139190,FsF-R1.3-02D,0,1
3886,http://orkg.org/orkg/resource/R139190,10.48366/r139190,FsF-A1-03D,0,1
3887,http://orkg.org/orkg/resource/R139190,10.48366/r139190,FsF-A1-02M,1,1
3888,http://orkg.org/orkg/resource/R139191,10.48366/r139191,FsF-F1-01D,1,1
3889,http://orkg.org/orkg/resource/R139191,10.48366/r139191,FsF-F1-02D,1,1
3890,http://orkg.org/orkg/resource/R139191,10.48366/r139191,FsF-F2-01M,2,2
3891,http://orkg.org/orkg/resource/R139191,10.48366/r139191,FsF-F3-01M,0,1
3892,http://orkg.org/orkg/resource/R139191,10.48366/r139191,FsF-F4-01M,2,2
3893,http://orkg.org/orkg/resource/R139191,10.48366/r139191,FsF-A1-01M,0,1
3894,http://orkg.org/orkg/resource/R139191,10.48366/r139191,FsF-I1-01M,1,2
3895,http://orkg.org/orkg/resource/R139191,10.48366/r139191,FsF-I2-01M,0,1
3896,http://orkg.org/orkg/resource/R139191,10.48366/r139191,FsF-I3-01M,0,1
3897,http://orkg.org/orkg/resource/R139191,10.48366/r139191,FsF-R1-01MD,1,4
3898,http://orkg.org/orkg/resource/R139191,10.48366/r139191,FsF-R1.1-01M,2,2
3899,http://orkg.org/orkg/resource/R139191,10.48366/r139191,FsF-R1.2-01M,1,2
3900,http://orkg.org/orkg/resource/R139191,10.48366/r139191,FsF-R1.3-01M,0,1
3901,http://orkg.org/orkg/resource/R139191,10.48366/r139191,FsF-R1.3-02D,0,1
3902,http://orkg.org/orkg/resource/R139191,10.48366/r139191,FsF-A1-03D,0,1
3903,http://orkg.org/orkg/resource/R139191,10.48366/r139191,FsF-A1-02M,1,1
3904,http://orkg.org/orkg/resource/R139551,10.48366/r139551,FsF-F1-01D,1,1
3905,http://orkg.org/orkg/resource/R139551,10.48366/r139551,FsF-F1-02D,1,1
3906,http://orkg.org/orkg/resource/R139551,10.48366/r139551,FsF-F2-01M,2,2
3907,http://orkg.org/orkg/resource/R139551,10.48366/r139551,FsF-F3-01M,0,1
3908,http://orkg.org/orkg/resource/R139551,10.48366/r139551,FsF-F4-01M,2,2
3909,http://orkg.org/orkg/resource/R139551,10.48366/r139551,FsF-A1-01M,0,1
3910,http://orkg.org/orkg/resource/R139551,10.48366/r139551,FsF-I1-01M,1,2
3911,http://orkg.org/orkg/resource/R139551,10.48366/r139551,FsF-I2-01M,0,1
3912,http://orkg.org/orkg/resource/R139551,10.48366/r139551,FsF-I3-01M,0,1
3913,http://orkg.org/orkg/resource/R139551,10.48366/r139551,FsF-R1-01MD,1,4
3914,http://orkg.org/orkg/resource/R139551,10.48366/r139551,FsF-R1.1-01M,2,2
3915,http://orkg.org/orkg/resource/R139551,10.48366/r139551,FsF-R1.2-01M,1,2
3916,http://orkg.org/orkg/resource/R139551,10.48366/r139551,FsF-R1.3-01M,0,1
3917,http://orkg.org/orkg/resource/R139551,10.48366/r139551,FsF-R1.3-02D,0,1
3918,http://orkg.org/orkg/resource/R139551,10.48366/r139551,FsF-A1-03D,0,1
3919,http://orkg.org/orkg/resource/R139551,10.48366/r139551,FsF-A1-02M,1,1
3920,http://orkg.org/orkg/resource/R139567,10.48366/r139567,FsF-F1-01D,1,1
3921,http://orkg.org/orkg/resource/R139567,10.48366/r139567,FsF-F1-02D,1,1
3922,http://orkg.org/orkg/resource/R139567,10.48366/r139567,FsF-F2-01M,2,2
3923,http://orkg.org/orkg/resource/R139567,10.48366/r139567,FsF-F3-01M,0,1
3924,http://orkg.org/orkg/resource/R139567,10.48366/r139567,FsF-F4-01M,2,2
3925,http://orkg.org/orkg/resource/R139567,10.48366/r139567,FsF-A1-01M,0,1
3926,http://orkg.org/orkg/resource/R139567,10.48366/r139567,FsF-I1-01M,1,2
3927,http://orkg.org/orkg/resource/R139567,10.48366/r139567,FsF-I2-01M,0,1
3928,http://orkg.org/orkg/resource/R139567,10.48366/r139567,FsF-I3-01M,0,1
3929,http://orkg.org/orkg/resource/R139567,10.48366/r139567,FsF-R1-01MD,1,4
3930,http://orkg.org/orkg/resource/R139567,10.48366/r139567,FsF-R1.1-01M,2,2
3931,http://orkg.org/orkg/resource/R139567,10.48366/r139567,FsF-R1.2-01M,1,2
3932,http://orkg.org/orkg/resource/R139567,10.48366/r139567,FsF-R1.3-01M,0,1
3933,http://orkg.org/orkg/resource/R139567,10.48366/r139567,FsF-R1.3-02D,0,1
3934,http://orkg.org/orkg/resource/R139567,10.48366/r139567,FsF-A1-03D,0,1
3935,http://orkg.org/orkg/resource/R139567,10.48366/r139567,FsF-A1-02M,1,1
3936,http://orkg.org/orkg/resource/R139568,10.48366/r139568,FsF-F1-01D,1,1
3937,http://orkg.org/orkg/resource/R139568,10.48366/r139568,FsF-F1-02D,1,1
3938,http://orkg.org/orkg/resource/R139568,10.48366/r139568,FsF-F2-01M,2,2
3939,http://orkg.org/orkg/resource/R139568,10.48366/r139568,FsF-F3-01M,0,1
3940,http://orkg.org/orkg/resource/R139568,10.48366/r139568,FsF-F4-01M,2,2
3941,http://orkg.org/orkg/resource/R139568,10.48366/r139568,FsF-A1-01M,0,1
3942,http://orkg.org/orkg/resource/R139568,10.48366/r139568,FsF-I1-01M,1,2
3943,http://orkg.org/orkg/resource/R139568,10.48366/r139568,FsF-I2-01M,0,1
3944,http://orkg.org/orkg/resource/R139568,10.48366/r139568,FsF-I3-01M,0,1
3945,http://orkg.org/orkg/resource/R139568,10.48366/r139568,FsF-R1-01MD,1,4
3946,http://orkg.org/orkg/resource/R139568,10.48366/r139568,FsF-R1.1-01M,2,2
3947,http://orkg.org/orkg/resource/R139568,10.48366/r139568,FsF-R1.2-01M,1,2
3948,http://orkg.org/orkg/resource/R139568,10.48366/r139568,FsF-R1.3-01M,0,1
3949,http://orkg.org/orkg/resource/R139568,10.48366/r139568,FsF-R1.3-02D,0,1
3950,http://orkg.org/orkg/resource/R139568,10.48366/r139568,FsF-A1-03D,0,1
3951,http://orkg.org/orkg/resource/R139568,10.48366/r139568,FsF-A1-02M,1,1
3952,http://orkg.org/orkg/resource/R139845,10.48366/r139845,FsF-F1-01D,1,1
3953,http://orkg.org/orkg/resource/R139845,10.48366/r139845,FsF-F1-02D,1,1
3954,http://orkg.org/orkg/resource/R139845,10.48366/r139845,FsF-F2-01M,2,2
3955,http://orkg.org/orkg/resource/R139845,10.48366/r139845,FsF-F3-01M,0,1
3956,http://orkg.org/orkg/resource/R139845,10.48366/r139845,FsF-F4-01M,2,2
3957,http://orkg.org/orkg/resource/R139845,10.48366/r139845,FsF-A1-01M,0,1
3958,http://orkg.org/orkg/resource/R139845,10.48366/r139845,FsF-I1-01M,1,2
3959,http://orkg.org/orkg/resource/R139845,10.48366/r139845,FsF-I2-01M,0,1
3960,http://orkg.org/orkg/resource/R139845,10.48366/r139845,FsF-I3-01M,0,1
3961,http://orkg.org/orkg/resource/R139845,10.48366/r139845,FsF-R1-01MD,1,4
3962,http://orkg.org/orkg/resource/R139845,10.48366/r139845,FsF-R1.1-01M,2,2
3963,http://orkg.org/orkg/resource/R139845,10.48366/r139845,FsF-R1.2-01M,1,2
3964,http://orkg.org/orkg/resource/R139845,10.48366/r139845,FsF-R1.3-01M,0,1
3965,http://orkg.org/orkg/resource/R139845,10.48366/r139845,FsF-R1.3-02D,0,1
3966,http://orkg.org/orkg/resource/R139845,10.48366/r139845,FsF-A1-03D,0,1
3967,http://orkg.org/orkg/resource/R139845,10.48366/r139845,FsF-A1-02M,1,1
3968,http://orkg.org/orkg/resource/R140131,10.48366/r140131,FsF-F1-01D,1,1
3969,http://orkg.org/orkg/resource/R140131,10.48366/r140131,FsF-F1-02D,1,1
3970,http://orkg.org/orkg/resource/R140131,10.48366/r140131,FsF-F2-01M,2,2
3971,http://orkg.org/orkg/resource/R140131,10.48366/r140131,FsF-F3-01M,0,1
3972,http://orkg.org/orkg/resource/R140131,10.48366/r140131,FsF-F4-01M,2,2
3973,http://orkg.org/orkg/resource/R140131,10.48366/r140131,FsF-A1-01M,0,1
3974,http://orkg.org/orkg/resource/R140131,10.48366/r140131,FsF-I1-01M,1,2
3975,http://orkg.org/orkg/resource/R140131,10.48366/r140131,FsF-I2-01M,0,1
3976,http://orkg.org/orkg/resource/R140131,10.48366/r140131,FsF-I3-01M,0,1
3977,http://orkg.org/orkg/resource/R140131,10.48366/r140131,FsF-R1-01MD,1,4
3978,http://orkg.org/orkg/resource/R140131,10.48366/r140131,FsF-R1.1-01M,2,2
3979,http://orkg.org/orkg/resource/R140131,10.48366/r140131,FsF-R1.2-01M,1,2
3980,http://orkg.org/orkg/resource/R140131,10.48366/r140131,FsF-R1.3-01M,0,1
3981,http://orkg.org/orkg/resource/R140131,10.48366/r140131,FsF-R1.3-02D,0,1
3982,http://orkg.org/orkg/resource/R140131,10.48366/r140131,FsF-A1-03D,0,1
3983,http://orkg.org/orkg/resource/R140131,10.48366/r140131,FsF-A1-02M,1,1
3984,http://orkg.org/orkg/resource/R140805,10.48366/r140805,FsF-F1-01D,1,1
3985,http://orkg.org/orkg/resource/R140805,10.48366/r140805,FsF-F1-02D,1,1
3986,http://orkg.org/orkg/resource/R140805,10.48366/r140805,FsF-F2-01M,2,2
3987,http://orkg.org/orkg/resource/R140805,10.48366/r140805,FsF-F3-01M,0,1
3988,http://orkg.org/orkg/resource/R140805,10.48366/r140805,FsF-F4-01M,2,2
3989,http://orkg.org/orkg/resource/R140805,10.48366/r140805,FsF-A1-01M,0,1
3990,http://orkg.org/orkg/resource/R140805,10.48366/r140805,FsF-I1-01M,1,2
3991,http://orkg.org/orkg/resource/R140805,10.48366/r140805,FsF-I2-01M,0,1
3992,http://orkg.org/orkg/resource/R140805,10.48366/r140805,FsF-I3-01M,0,1
3993,http://orkg.org/orkg/resource/R140805,10.48366/r140805,FsF-R1-01MD,1,4
3994,http://orkg.org/orkg/resource/R140805,10.48366/r140805,FsF-R1.1-01M,2,2
3995,http://orkg.org/orkg/resource/R140805,10.48366/r140805,FsF-R1.2-01M,1,2
3996,http://orkg.org/orkg/resource/R140805,10.48366/r140805,FsF-R1.3-01M,0,1
3997,http://orkg.org/orkg/resource/R140805,10.48366/r140805,FsF-R1.3-02D,0,1
3998,http://orkg.org/orkg/resource/R140805,10.48366/r140805,FsF-A1-03D,0,1
3999,http://orkg.org/orkg/resource/R140805,10.48366/r140805,FsF-A1-02M,1,1
4000,http://orkg.org/orkg/resource/R172704,10.48366/r172704,FsF-F1-01D,1,1
4001,http://orkg.org/orkg/resource/R172704,10.48366/r172704,FsF-F1-02D,1,1
4002,http://orkg.org/orkg/resource/R172704,10.48366/r172704,FsF-F2-01M,2,2
4003,http://orkg.org/orkg/resource/R172704,10.48366/r172704,FsF-F3-01M,0,1
4004,http://orkg.org/orkg/resource/R172704,10.48366/r172704,FsF-F4-01M,2,2
4005,http://orkg.org/orkg/resource/R172704,10.48366/r172704,FsF-A1-01M,0,1
4006,http://orkg.org/orkg/resource/R172704,10.48366/r172704,FsF-I1-01M,1,2
4007,http://orkg.org/orkg/resource/R172704,10.48366/r172704,FsF-I2-01M,0,1
4008,http://orkg.org/orkg/resource/R172704,10.48366/r172704,FsF-I3-01M,0,1
4009,http://orkg.org/orkg/resource/R172704,10.48366/r172704,FsF-R1-01MD,1,4
4010,http://orkg.org/orkg/resource/R172704,10.48366/r172704,FsF-R1.1-01M,2,2
4011,http://orkg.org/orkg/resource/R172704,10.48366/r172704,FsF-R1.2-01M,1,2
4012,http://orkg.org/orkg/resource/R172704,10.48366/r172704,FsF-R1.3-01M,0,1
4013,http://orkg.org/orkg/resource/R172704,10.48366/r172704,FsF-R1.3-02D,0,1
4014,http://orkg.org/orkg/resource/R172704,10.48366/r172704,FsF-A1-03D,0,1
4015,http://orkg.org/orkg/resource/R172704,10.48366/r172704,FsF-A1-02M,1,1
4016,http://orkg.org/orkg/resource/R172826,10.48366/r172826,FsF-F1-01D,1,1
4017,http://orkg.org/orkg/resource/R172826,10.48366/r172826,FsF-F1-02D,1,1
4018,http://orkg.org/orkg/resource/R172826,10.48366/r172826,FsF-F2-01M,2,2
4019,http://orkg.org/orkg/resource/R172826,10.48366/r172826,FsF-F3-01M,0,1
4020,http://orkg.org/orkg/resource/R172826,10.48366/r172826,FsF-F4-01M,2,2
4021,http://orkg.org/orkg/resource/R172826,10.48366/r172826,FsF-A1-01M,0,1
4022,http://orkg.org/orkg/resource/R172826,10.48366/r172826,FsF-I1-01M,1,2
4023,http://orkg.org/orkg/resource/R172826,10.48366/r172826,FsF-I2-01M,0,1
4024,http://orkg.org/orkg/resource/R172826,10.48366/r172826,FsF-I3-01M,0,1
4025,http://orkg.org/orkg/resource/R172826,10.48366/r172826,FsF-R1-01MD,1,4
4026,http://orkg.org/orkg/resource/R172826,10.48366/r172826,FsF-R1.1-01M,2,2
4027,http://orkg.org/orkg/resource/R172826,10.48366/r172826,FsF-R1.2-01M,1,2
4028,http://orkg.org/orkg/resource/R172826,10.48366/r172826,FsF-R1.3-01M,0,1
4029,http://orkg.org/orkg/resource/R172826,10.48366/r172826,FsF-R1.3-02D,0,1
4030,http://orkg.org/orkg/resource/R172826,10.48366/r172826,FsF-A1-03D,0,1
4031,http://orkg.org/orkg/resource/R172826,10.48366/r172826,FsF-A1-02M,1,1
4032,http://orkg.org/orkg/resource/R172932,10.48366/r172932,FsF-F1-01D,1,1
4033,http://orkg.org/orkg/resource/R172932,10.48366/r172932,FsF-F1-02D,1,1
4034,http://orkg.org/orkg/resource/R172932,10.48366/r172932,FsF-F2-01M,2,2
4035,http://orkg.org/orkg/resource/R172932,10.48366/r172932,FsF-F3-01M,0,1
4036,http://orkg.org/orkg/resource/R172932,10.48366/r172932,FsF-F4-01M,2,2
4037,http://orkg.org/orkg/resource/R172932,10.48366/r172932,FsF-A1-01M,0,1
4038,http://orkg.org/orkg/resource/R172932,10.48366/r172932,FsF-I1-01M,1,2
4039,http://orkg.org/orkg/resource/R172932,10.48366/r172932,FsF-I2-01M,0,1
4040,http://orkg.org/orkg/resource/R172932,10.48366/r172932,FsF-I3-01M,0,1
4041,http://orkg.org/orkg/resource/R172932,10.48366/r172932,FsF-R1-01MD,1,4
4042,http://orkg.org/orkg/resource/R172932,10.48366/r172932,FsF-R1.1-01M,2,2
4043,http://orkg.org/orkg/resource/R172932,10.48366/r172932,FsF-R1.2-01M,1,2
4044,http://orkg.org/orkg/resource/R172932,10.48366/r172932,FsF-R1.3-01M,0,1
4045,http://orkg.org/orkg/resource/R172932,10.48366/r172932,FsF-R1.3-02D,0,1
4046,http://orkg.org/orkg/resource/R172932,10.48366/r172932,FsF-A1-03D,0,1
4047,http://orkg.org/orkg/resource/R172932,10.48366/r172932,FsF-A1-02M,1,1
4048,http://orkg.org/orkg/resource/R175108,10.48366/r175108,FsF-F1-01D,1,1
4049,http://orkg.org/orkg/resource/R175108,10.48366/r175108,FsF-F1-02D,1,1
4050,http://orkg.org/orkg/resource/R175108,10.48366/r175108,FsF-F2-01M,2,2
4051,http://orkg.org/orkg/resource/R175108,10.48366/r175108,FsF-F3-01M,0,1
4052,http://orkg.org/orkg/resource/R175108,10.48366/r175108,FsF-F4-01M,2,2
4053,http://orkg.org/orkg/resource/R175108,10.48366/r175108,FsF-A1-01M,0,1
4054,http://orkg.org/orkg/resource/R175108,10.48366/r175108,FsF-I1-01M,1,2
4055,http://orkg.org/orkg/resource/R175108,10.48366/r175108,FsF-I2-01M,0,1
4056,http://orkg.org/orkg/resource/R175108,10.48366/r175108,FsF-I3-01M,0,1
4057,http://orkg.org/orkg/resource/R175108,10.48366/r175108,FsF-R1-01MD,1,4
4058,http://orkg.org/orkg/resource/R175108,10.48366/r175108,FsF-R1.1-01M,2,2
4059,http://orkg.org/orkg/resource/R175108,10.48366/r175108,FsF-R1.2-01M,1,2
4060,http://orkg.org/orkg/resource/R175108,10.48366/r175108,FsF-R1.3-01M,0,1
4061,http://orkg.org/orkg/resource/R175108,10.48366/r175108,FsF-R1.3-02D,0,1
4062,http://orkg.org/orkg/resource/R175108,10.48366/r175108,FsF-A1-03D,0,1
4063,http://orkg.org/orkg/resource/R175108,10.48366/r175108,FsF-A1-02M,1,1
4064,http://orkg.org/orkg/resource/R175304,10.48366/r175304,FsF-F1-01D,1,1
4065,http://orkg.org/orkg/resource/R175304,10.48366/r175304,FsF-F1-02D,1,1
4066,http://orkg.org/orkg/resource/R175304,10.48366/r175304,FsF-F2-01M,2,2
4067,http://orkg.org/orkg/resource/R175304,10.48366/r175304,FsF-F3-01M,0,1
4068,http://orkg.org/orkg/resource/R175304,10.48366/r175304,FsF-F4-01M,2,2
4069,http://orkg.org/orkg/resource/R175304,10.48366/r175304,FsF-A1-01M,0,1
4070,http://orkg.org/orkg/resource/R175304,10.48366/r175304,FsF-I1-01M,1,2
4071,http://orkg.org/orkg/resource/R175304,10.48366/r175304,FsF-I2-01M,0,1
4072,http://orkg.org/orkg/resource/R175304,10.48366/r175304,FsF-I3-01M,0,1
4073,http://orkg.org/orkg/resource/R175304,10.48366/r175304,FsF-R1-01MD,1,4
4074,http://orkg.org/orkg/resource/R175304,10.48366/r175304,FsF-R1.1-01M,2,2
4075,http://orkg.org/orkg/resource/R175304,10.48366/r175304,FsF-R1.2-01M,1,2
4076,http://orkg.org/orkg/resource/R175304,10.48366/r175304,FsF-R1.3-01M,0,1
4077,http://orkg.org/orkg/resource/R175304,10.48366/r175304,FsF-R1.3-02D,0,1
4078,http://orkg.org/orkg/resource/R175304,10.48366/r175304,FsF-A1-03D,0,1
4079,http://orkg.org/orkg/resource/R175304,10.48366/r175304,FsF-A1-02M,1,1
4080,http://orkg.org/orkg/resource/R176017,10.48366/r176017,FsF-F1-01D,1,1
4081,http://orkg.org/orkg/resource/R176017,10.48366/r176017,FsF-F1-02D,1,1
4082,http://orkg.org/orkg/resource/R176017,10.48366/r176017,FsF-F2-01M,2,2
4083,http://orkg.org/orkg/resource/R176017,10.48366/r176017,FsF-F3-01M,0,1
4084,http://orkg.org/orkg/resource/R176017,10.48366/r176017,FsF-F4-01M,2,2
4085,http://orkg.org/orkg/resource/R176017,10.48366/r176017,FsF-A1-01M,0,1
4086,http://orkg.org/orkg/resource/R176017,10.48366/r176017,FsF-I1-01M,1,2
4087,http://orkg.org/orkg/resource/R176017,10.48366/r176017,FsF-I2-01M,0,1
4088,http://orkg.org/orkg/resource/R176017,10.48366/r176017,FsF-I3-01M,0,1
4089,http://orkg.org/orkg/resource/R176017,10.48366/r176017,FsF-R1-01MD,1,4
4090,http://orkg.org/orkg/resource/R176017,10.48366/r176017,FsF-R1.1-01M,2,2
