,comparison,doi,metric,maturity,score_earned,score_percent,score_total,status_passed,status_total
0,http://orkg.org/orkg/resource/R140347,10.48366/r140347,A,0.0,0.0,0.0,3.0,0,3
1,http://orkg.org/orkg/resource/R140347,10.48366/r140347,A1,0.0,0.0,0.0,3.0,0,3
2,http://orkg.org/orkg/resource/R140347,10.48366/r140347,F,1.0,1.0,14.29,7.0,1,5
3,http://orkg.org/orkg/resource/R140347,10.48366/r140347,F1,2.0,1.0,50.0,2.0,1,2
4,http://orkg.org/orkg/resource/R140347,10.48366/r140347,F2,0.0,0.0,0.0,2.0,0,1
5,http://orkg.org/orkg/resource/R140347,10.48366/r140347,F3,0.0,0.0,0.0,1.0,0,1
6,http://orkg.org/orkg/resource/R140347,10.48366/r140347,F4,0.0,0.0,0.0,2.0,0,1
7,http://orkg.org/orkg/resource/R140347,10.48366/r140347,FAIR,1.0,1.0,4.17,24.0,1,16
8,http://orkg.org/orkg/resource/R140347,10.48366/r140347,I,0.0,0.0,0.0,4.0,0,3
9,http://orkg.org/orkg/resource/R140347,10.48366/r140347,I1,0.0,0.0,0.0,2.0,0,1
10,http://orkg.org/orkg/resource/R140347,10.48366/r140347,I2,0.0,0.0,0.0,1.0,0,1
11,http://orkg.org/orkg/resource/R140347,10.48366/r140347,I3,0.0,0.0,0.0,1.0,0,1
12,http://orkg.org/orkg/resource/R140347,10.48366/r140347,R,0.0,0.0,0.0,10.0,0,5
13,http://orkg.org/orkg/resource/R140347,10.48366/r140347,R1,0.0,0.0,0.0,4.0,0,1
14,http://orkg.org/orkg/resource/R140347,10.48366/r140347,R1.1,0.0,0.0,0.0,2.0,0,1
15,http://orkg.org/orkg/resource/R140347,10.48366/r140347,R1.2,0.0,0.0,0.0,2.0,0,1
16,http://orkg.org/orkg/resource/R140347,10.48366/r140347,R1.3,0.0,0.0,0.0,2.0,0,2
17,http://orkg.org/orkg/resource/R140449,10.48366/r140449,A,0.0,0.0,0.0,3.0,0,3
18,http://orkg.org/orkg/resource/R140449,10.48366/r140449,A1,0.0,0.0,0.0,3.0,0,3
19,http://orkg.org/orkg/resource/R140449,10.48366/r140449,F,1.0,1.0,14.29,7.0,1,5
20,http://orkg.org/orkg/resource/R140449,10.48366/r140449,F1,2.0,1.0,50.0,2.0,1,2
21,http://orkg.org/orkg/resource/R140449,10.48366/r140449,F2,0.0,0.0,0.0,2.0,0,1
22,http://orkg.org/orkg/resource/R140449,10.48366/r140449,F3,0.0,0.0,0.0,1.0,0,1
23,http://orkg.org/orkg/resource/R140449,10.48366/r140449,F4,0.0,0.0,0.0,2.0,0,1
24,http://orkg.org/orkg/resource/R140449,10.48366/r140449,FAIR,1.0,1.0,4.17,24.0,1,16
25,http://orkg.org/orkg/resource/R140449,10.48366/r140449,I,0.0,0.0,0.0,4.0,0,3
26,http://orkg.org/orkg/resource/R140449,10.48366/r140449,I1,0.0,0.0,0.0,2.0,0,1
27,http://orkg.org/orkg/resource/R140449,10.48366/r140449,I2,0.0,0.0,0.0,1.0,0,1
28,http://orkg.org/orkg/resource/R140449,10.48366/r140449,I3,0.0,0.0,0.0,1.0,0,1
29,http://orkg.org/orkg/resource/R140449,10.48366/r140449,R,0.0,0.0,0.0,10.0,0,5
30,http://orkg.org/orkg/resource/R140449,10.48366/r140449,R1,0.0,0.0,0.0,4.0,0,1
31,http://orkg.org/orkg/resource/R140449,10.48366/r140449,R1.1,0.0,0.0,0.0,2.0,0,1
32,http://orkg.org/orkg/resource/R140449,10.48366/r140449,R1.2,0.0,0.0,0.0,2.0,0,1
33,http://orkg.org/orkg/resource/R140449,10.48366/r140449,R1.3,0.0,0.0,0.0,2.0,0,2
34,http://orkg.org/orkg/resource/R140463,10.48366/r140463,A,0.0,0.0,0.0,3.0,0,3
35,http://orkg.org/orkg/resource/R140463,10.48366/r140463,A1,0.0,0.0,0.0,3.0,0,3
36,http://orkg.org/orkg/resource/R140463,10.48366/r140463,F,1.0,1.0,14.29,7.0,1,5
37,http://orkg.org/orkg/resource/R140463,10.48366/r140463,F1,2.0,1.0,50.0,2.0,1,2
38,http://orkg.org/orkg/resource/R140463,10.48366/r140463,F2,0.0,0.0,0.0,2.0,0,1
39,http://orkg.org/orkg/resource/R140463,10.48366/r140463,F3,0.0,0.0,0.0,1.0,0,1
40,http://orkg.org/orkg/resource/R140463,10.48366/r140463,F4,0.0,0.0,0.0,2.0,0,1
41,http://orkg.org/orkg/resource/R140463,10.48366/r140463,FAIR,1.0,1.0,4.17,24.0,1,16
42,http://orkg.org/orkg/resource/R140463,10.48366/r140463,I,0.0,0.0,0.0,4.0,0,3
43,http://orkg.org/orkg/resource/R140463,10.48366/r140463,I1,0.0,0.0,0.0,2.0,0,1
44,http://orkg.org/orkg/resource/R140463,10.48366/r140463,I2,0.0,0.0,0.0,1.0,0,1
45,http://orkg.org/orkg/resource/R140463,10.48366/r140463,I3,0.0,0.0,0.0,1.0,0,1
46,http://orkg.org/orkg/resource/R140463,10.48366/r140463,R,0.0,0.0,0.0,10.0,0,5
47,http://orkg.org/orkg/resource/R140463,10.48366/r140463,R1,0.0,0.0,0.0,4.0,0,1
48,http://orkg.org/orkg/resource/R140463,10.48366/r140463,R1.1,0.0,0.0,0.0,2.0,0,1
49,http://orkg.org/orkg/resource/R140463,10.48366/r140463,R1.2,0.0,0.0,0.0,2.0,0,1
50,http://orkg.org/orkg/resource/R140463,10.48366/r140463,R1.3,0.0,0.0,0.0,2.0,0,2
51,http://orkg.org/orkg/resource/R140465,10.48366/r140465,A,0.0,0.0,0.0,3.0,0,3
52,http://orkg.org/orkg/resource/R140465,10.48366/r140465,A1,0.0,0.0,0.0,3.0,0,3
53,http://orkg.org/orkg/resource/R140465,10.48366/r140465,F,1.0,1.0,14.29,7.0,1,5
54,http://orkg.org/orkg/resource/R140465,10.48366/r140465,F1,2.0,1.0,50.0,2.0,1,2
55,http://orkg.org/orkg/resource/R140465,10.48366/r140465,F2,0.0,0.0,0.0,2.0,0,1
56,http://orkg.org/orkg/resource/R140465,10.48366/r140465,F3,0.0,0.0,0.0,1.0,0,1
57,http://orkg.org/orkg/resource/R140465,10.48366/r140465,F4,0.0,0.0,0.0,2.0,0,1
58,http://orkg.org/orkg/resource/R140465,10.48366/r140465,FAIR,1.0,1.0,4.17,24.0,1,16
59,http://orkg.org/orkg/resource/R140465,10.48366/r140465,I,0.0,0.0,0.0,4.0,0,3
60,http://orkg.org/orkg/resource/R140465,10.48366/r140465,I1,0.0,0.0,0.0,2.0,0,1
61,http://orkg.org/orkg/resource/R140465,10.48366/r140465,I2,0.0,0.0,0.0,1.0,0,1
62,http://orkg.org/orkg/resource/R140465,10.48366/r140465,I3,0.0,0.0,0.0,1.0,0,1
63,http://orkg.org/orkg/resource/R140465,10.48366/r140465,R,0.0,0.0,0.0,10.0,0,5
64,http://orkg.org/orkg/resource/R140465,10.48366/r140465,R1,0.0,0.0,0.0,4.0,0,1
65,http://orkg.org/orkg/resource/R140465,10.48366/r140465,R1.1,0.0,0.0,0.0,2.0,0,1
66,http://orkg.org/orkg/resource/R140465,10.48366/r140465,R1.2,0.0,0.0,0.0,2.0,0,1
67,http://orkg.org/orkg/resource/R140465,10.48366/r140465,R1.3,0.0,0.0,0.0,2.0,0,2
68,http://orkg.org/orkg/resource/R140714,10.48366/r140714,A,0.0,0.0,0.0,3.0,0,3
69,http://orkg.org/orkg/resource/R140714,10.48366/r140714,A1,0.0,0.0,0.0,3.0,0,3
70,http://orkg.org/orkg/resource/R140714,10.48366/r140714,F,1.0,1.0,14.29,7.0,1,5
71,http://orkg.org/orkg/resource/R140714,10.48366/r140714,F1,2.0,1.0,50.0,2.0,1,2
72,http://orkg.org/orkg/resource/R140714,10.48366/r140714,F2,0.0,0.0,0.0,2.0,0,1
73,http://orkg.org/orkg/resource/R140714,10.48366/r140714,F3,0.0,0.0,0.0,1.0,0,1
74,http://orkg.org/orkg/resource/R140714,10.48366/r140714,F4,0.0,0.0,0.0,2.0,0,1
75,http://orkg.org/orkg/resource/R140714,10.48366/r140714,FAIR,1.0,1.0,4.17,24.0,1,16
76,http://orkg.org/orkg/resource/R140714,10.48366/r140714,I,0.0,0.0,0.0,4.0,0,3
77,http://orkg.org/orkg/resource/R140714,10.48366/r140714,I1,0.0,0.0,0.0,2.0,0,1
78,http://orkg.org/orkg/resource/R140714,10.48366/r140714,I2,0.0,0.0,0.0,1.0,0,1
79,http://orkg.org/orkg/resource/R140714,10.48366/r140714,I3,0.0,0.0,0.0,1.0,0,1
80,http://orkg.org/orkg/resource/R140714,10.48366/r140714,R,0.0,0.0,0.0,10.0,0,5
81,http://orkg.org/orkg/resource/R140714,10.48366/r140714,R1,0.0,0.0,0.0,4.0,0,1
82,http://orkg.org/orkg/resource/R140714,10.48366/r140714,R1.1,0.0,0.0,0.0,2.0,0,1
83,http://orkg.org/orkg/resource/R140714,10.48366/r140714,R1.2,0.0,0.0,0.0,2.0,0,1
84,http://orkg.org/orkg/resource/R140714,10.48366/r140714,R1.3,0.0,0.0,0.0,2.0,0,2
85,http://orkg.org/orkg/resource/R140726,10.48366/r140726,A,0.0,0.0,0.0,3.0,0,3
86,http://orkg.org/orkg/resource/R140726,10.48366/r140726,A1,0.0,0.0,0.0,3.0,0,3
87,http://orkg.org/orkg/resource/R140726,10.48366/r140726,F,1.0,1.0,14.29,7.0,1,5
88,http://orkg.org/orkg/resource/R140726,10.48366/r140726,F1,2.0,1.0,50.0,2.0,1,2
89,http://orkg.org/orkg/resource/R140726,10.48366/r140726,F2,0.0,0.0,0.0,2.0,0,1
90,http://orkg.org/orkg/resource/R140726,10.48366/r140726,F3,0.0,0.0,0.0,1.0,0,1
91,http://orkg.org/orkg/resource/R140726,10.48366/r140726,F4,0.0,0.0,0.0,2.0,0,1
92,http://orkg.org/orkg/resource/R140726,10.48366/r140726,FAIR,1.0,1.0,4.17,24.0,1,16
93,http://orkg.org/orkg/resource/R140726,10.48366/r140726,I,0.0,0.0,0.0,4.0,0,3
94,http://orkg.org/orkg/resource/R140726,10.48366/r140726,I1,0.0,0.0,0.0,2.0,0,1
95,http://orkg.org/orkg/resource/R140726,10.48366/r140726,I2,0.0,0.0,0.0,1.0,0,1
96,http://orkg.org/orkg/resource/R140726,10.48366/r140726,I3,0.0,0.0,0.0,1.0,0,1
97,http://orkg.org/orkg/resource/R140726,10.48366/r140726,R,0.0,0.0,0.0,10.0,0,5
98,http://orkg.org/orkg/resource/R140726,10.48366/r140726,R1,0.0,0.0,0.0,4.0,0,1
99,http://orkg.org/orkg/resource/R140726,10.48366/r140726,R1.1,0.0,0.0,0.0,2.0,0,1
100,http://orkg.org/orkg/resource/R140726,10.48366/r140726,R1.2,0.0,0.0,0.0,2.0,0,1
101,http://orkg.org/orkg/resource/R140726,10.48366/r140726,R1.3,0.0,0.0,0.0,2.0,0,2
102,http://orkg.org/orkg/resource/R141123,10.48366/r141123,A,0.0,0.0,0.0,3.0,0,3
103,http://orkg.org/orkg/resource/R141123,10.48366/r141123,A1,0.0,0.0,0.0,3.0,0,3
104,http://orkg.org/orkg/resource/R141123,10.48366/r141123,F,1.0,1.0,14.29,7.0,1,5
105,http://orkg.org/orkg/resource/R141123,10.48366/r141123,F1,2.0,1.0,50.0,2.0,1,2
106,http://orkg.org/orkg/resource/R141123,10.48366/r141123,F2,0.0,0.0,0.0,2.0,0,1
107,http://orkg.org/orkg/resource/R141123,10.48366/r141123,F3,0.0,0.0,0.0,1.0,0,1
108,http://orkg.org/orkg/resource/R141123,10.48366/r141123,F4,0.0,0.0,0.0,2.0,0,1
109,http://orkg.org/orkg/resource/R141123,10.48366/r141123,FAIR,1.0,1.0,4.17,24.0,1,16
110,http://orkg.org/orkg/resource/R141123,10.48366/r141123,I,0.0,0.0,0.0,4.0,0,3
111,http://orkg.org/orkg/resource/R141123,10.48366/r141123,I1,0.0,0.0,0.0,2.0,0,1
112,http://orkg.org/orkg/resource/R141123,10.48366/r141123,I2,0.0,0.0,0.0,1.0,0,1
113,http://orkg.org/orkg/resource/R141123,10.48366/r141123,I3,0.0,0.0,0.0,1.0,0,1
114,http://orkg.org/orkg/resource/R141123,10.48366/r141123,R,0.0,0.0,0.0,10.0,0,5
115,http://orkg.org/orkg/resource/R141123,10.48366/r141123,R1,0.0,0.0,0.0,4.0,0,1
116,http://orkg.org/orkg/resource/R141123,10.48366/r141123,R1.1,0.0,0.0,0.0,2.0,0,1
117,http://orkg.org/orkg/resource/R141123,10.48366/r141123,R1.2,0.0,0.0,0.0,2.0,0,1
118,http://orkg.org/orkg/resource/R141123,10.48366/r141123,R1.3,0.0,0.0,0.0,2.0,0,2
119,http://orkg.org/orkg/resource/R141317,10.48366/r141317,A,0.0,0.0,0.0,3.0,0,3
120,http://orkg.org/orkg/resource/R141317,10.48366/r141317,A1,0.0,0.0,0.0,3.0,0,3
121,http://orkg.org/orkg/resource/R141317,10.48366/r141317,F,1.0,1.0,14.29,7.0,1,5
122,http://orkg.org/orkg/resource/R141317,10.48366/r141317,F1,2.0,1.0,50.0,2.0,1,2
123,http://orkg.org/orkg/resource/R141317,10.48366/r141317,F2,0.0,0.0,0.0,2.0,0,1
124,http://orkg.org/orkg/resource/R141317,10.48366/r141317,F3,0.0,0.0,0.0,1.0,0,1
125,http://orkg.org/orkg/resource/R141317,10.48366/r141317,F4,0.0,0.0,0.0,2.0,0,1
126,http://orkg.org/orkg/resource/R141317,10.48366/r141317,FAIR,1.0,1.0,4.17,24.0,1,16
127,http://orkg.org/orkg/resource/R141317,10.48366/r141317,I,0.0,0.0,0.0,4.0,0,3
128,http://orkg.org/orkg/resource/R141317,10.48366/r141317,I1,0.0,0.0,0.0,2.0,0,1
129,http://orkg.org/orkg/resource/R141317,10.48366/r141317,I2,0.0,0.0,0.0,1.0,0,1
130,http://orkg.org/orkg/resource/R141317,10.48366/r141317,I3,0.0,0.0,0.0,1.0,0,1
131,http://orkg.org/orkg/resource/R141317,10.48366/r141317,R,0.0,0.0,0.0,10.0,0,5
132,http://orkg.org/orkg/resource/R141317,10.48366/r141317,R1,0.0,0.0,0.0,4.0,0,1
133,http://orkg.org/orkg/resource/R141317,10.48366/r141317,R1.1,0.0,0.0,0.0,2.0,0,1
134,http://orkg.org/orkg/resource/R141317,10.48366/r141317,R1.2,0.0,0.0,0.0,2.0,0,1
135,http://orkg.org/orkg/resource/R141317,10.48366/r141317,R1.3,0.0,0.0,0.0,2.0,0,2
136,http://orkg.org/orkg/resource/R141336,10.48366/r141336,A,0.0,0.0,0.0,3.0,0,3
137,http://orkg.org/orkg/resource/R141336,10.48366/r141336,A1,0.0,0.0,0.0,3.0,0,3
138,http://orkg.org/orkg/resource/R141336,10.48366/r141336,F,1.0,1.0,14.29,7.0,1,5
139,http://orkg.org/orkg/resource/R141336,10.48366/r141336,F1,2.0,1.0,50.0,2.0,1,2
140,http://orkg.org/orkg/resource/R141336,10.48366/r141336,F2,0.0,0.0,0.0,2.0,0,1
141,http://orkg.org/orkg/resource/R141336,10.48366/r141336,F3,0.0,0.0,0.0,1.0,0,1
142,http://orkg.org/orkg/resource/R141336,10.48366/r141336,F4,0.0,0.0,0.0,2.0,0,1
143,http://orkg.org/orkg/resource/R141336,10.48366/r141336,FAIR,1.0,1.0,4.17,24.0,1,16
144,http://orkg.org/orkg/resource/R141336,10.48366/r141336,I,0.0,0.0,0.0,4.0,0,3
145,http://orkg.org/orkg/resource/R141336,10.48366/r141336,I1,0.0,0.0,0.0,2.0,0,1
146,http://orkg.org/orkg/resource/R141336,10.48366/r141336,I2,0.0,0.0,0.0,1.0,0,1
147,http://orkg.org/orkg/resource/R141336,10.48366/r141336,I3,0.0,0.0,0.0,1.0,0,1
148,http://orkg.org/orkg/resource/R141336,10.48366/r141336,R,0.0,0.0,0.0,10.0,0,5
149,http://orkg.org/orkg/resource/R141336,10.48366/r141336,R1,0.0,0.0,0.0,4.0,0,1
150,http://orkg.org/orkg/resource/R141336,10.48366/r141336,R1.1,0.0,0.0,0.0,2.0,0,1
151,http://orkg.org/orkg/resource/R141336,10.48366/r141336,R1.2,0.0,0.0,0.0,2.0,0,1
152,http://orkg.org/orkg/resource/R141336,10.48366/r141336,R1.3,0.0,0.0,0.0,2.0,0,2
153,http://orkg.org/orkg/resource/R141349,10.48366/r141349,A,0.0,0.0,0.0,3.0,0,3
154,http://orkg.org/orkg/resource/R141349,10.48366/r141349,A1,0.0,0.0,0.0,3.0,0,3
155,http://orkg.org/orkg/resource/R141349,10.48366/r141349,F,1.0,1.0,14.29,7.0,1,5
156,http://orkg.org/orkg/resource/R141349,10.48366/r141349,F1,2.0,1.0,50.0,2.0,1,2
157,http://orkg.org/orkg/resource/R141349,10.48366/r141349,F2,0.0,0.0,0.0,2.0,0,1
158,http://orkg.org/orkg/resource/R141349,10.48366/r141349,F3,0.0,0.0,0.0,1.0,0,1
159,http://orkg.org/orkg/resource/R141349,10.48366/r141349,F4,0.0,0.0,0.0,2.0,0,1
160,http://orkg.org/orkg/resource/R141349,10.48366/r141349,FAIR,1.0,1.0,4.17,24.0,1,16
161,http://orkg.org/orkg/resource/R141349,10.48366/r141349,I,0.0,0.0,0.0,4.0,0,3
162,http://orkg.org/orkg/resource/R141349,10.48366/r141349,I1,0.0,0.0,0.0,2.0,0,1
163,http://orkg.org/orkg/resource/R141349,10.48366/r141349,I2,0.0,0.0,0.0,1.0,0,1
164,http://orkg.org/orkg/resource/R141349,10.48366/r141349,I3,0.0,0.0,0.0,1.0,0,1
165,http://orkg.org/orkg/resource/R141349,10.48366/r141349,R,0.0,0.0,0.0,10.0,0,5
166,http://orkg.org/orkg/resource/R141349,10.48366/r141349,R1,0.0,0.0,0.0,4.0,0,1
167,http://orkg.org/orkg/resource/R141349,10.48366/r141349,R1.1,0.0,0.0,0.0,2.0,0,1
168,http://orkg.org/orkg/resource/R141349,10.48366/r141349,R1.2,0.0,0.0,0.0,2.0,0,1
169,http://orkg.org/orkg/resource/R141349,10.48366/r141349,R1.3,0.0,0.0,0.0,2.0,0,2
170,http://orkg.org/orkg/resource/R141369,10.48366/r141369,A,0.0,0.0,0.0,3.0,0,3
171,http://orkg.org/orkg/resource/R141369,10.48366/r141369,A1,0.0,0.0,0.0,3.0,0,3
172,http://orkg.org/orkg/resource/R141369,10.48366/r141369,F,1.0,1.0,14.29,7.0,1,5
173,http://orkg.org/orkg/resource/R141369,10.48366/r141369,F1,2.0,1.0,50.0,2.0,1,2
174,http://orkg.org/orkg/resource/R141369,10.48366/r141369,F2,0.0,0.0,0.0,2.0,0,1
175,http://orkg.org/orkg/resource/R141369,10.48366/r141369,F3,0.0,0.0,0.0,1.0,0,1
176,http://orkg.org/orkg/resource/R141369,10.48366/r141369,F4,0.0,0.0,0.0,2.0,0,1
177,http://orkg.org/orkg/resource/R141369,10.48366/r141369,FAIR,1.0,1.0,4.17,24.0,1,16
178,http://orkg.org/orkg/resource/R141369,10.48366/r141369,I,0.0,0.0,0.0,4.0,0,3
179,http://orkg.org/orkg/resource/R141369,10.48366/r141369,I1,0.0,0.0,0.0,2.0,0,1
180,http://orkg.org/orkg/resource/R141369,10.48366/r141369,I2,0.0,0.0,0.0,1.0,0,1
181,http://orkg.org/orkg/resource/R141369,10.48366/r141369,I3,0.0,0.0,0.0,1.0,0,1
182,http://orkg.org/orkg/resource/R141369,10.48366/r141369,R,0.0,0.0,0.0,10.0,0,5
183,http://orkg.org/orkg/resource/R141369,10.48366/r141369,R1,0.0,0.0,0.0,4.0,0,1
184,http://orkg.org/orkg/resource/R141369,10.48366/r141369,R1.1,0.0,0.0,0.0,2.0,0,1
185,http://orkg.org/orkg/resource/R141369,10.48366/r141369,R1.2,0.0,0.0,0.0,2.0,0,1
186,http://orkg.org/orkg/resource/R141369,10.48366/r141369,R1.3,0.0,0.0,0.0,2.0,0,2
187,http://orkg.org/orkg/resource/R141385,10.48366/r141385,A,0.0,0.0,0.0,3.0,0,3
188,http://orkg.org/orkg/resource/R141385,10.48366/r141385,A1,0.0,0.0,0.0,3.0,0,3
189,http://orkg.org/orkg/resource/R141385,10.48366/r141385,F,1.0,1.0,14.29,7.0,1,5
190,http://orkg.org/orkg/resource/R141385,10.48366/r141385,F1,2.0,1.0,50.0,2.0,1,2
191,http://orkg.org/orkg/resource/R141385,10.48366/r141385,F2,0.0,0.0,0.0,2.0,0,1
192,http://orkg.org/orkg/resource/R141385,10.48366/r141385,F3,0.0,0.0,0.0,1.0,0,1
193,http://orkg.org/orkg/resource/R141385,10.48366/r141385,F4,0.0,0.0,0.0,2.0,0,1
194,http://orkg.org/orkg/resource/R141385,10.48366/r141385,FAIR,1.0,1.0,4.17,24.0,1,16
195,http://orkg.org/orkg/resource/R141385,10.48366/r141385,I,0.0,0.0,0.0,4.0,0,3
196,http://orkg.org/orkg/resource/R141385,10.48366/r141385,I1,0.0,0.0,0.0,2.0,0,1
197,http://orkg.org/orkg/resource/R141385,10.48366/r141385,I2,0.0,0.0,0.0,1.0,0,1
198,http://orkg.org/orkg/resource/R141385,10.48366/r141385,I3,0.0,0.0,0.0,1.0,0,1
199,http://orkg.org/orkg/resource/R141385,10.48366/r141385,R,0.0,0.0,0.0,10.0,0,5
200,http://orkg.org/orkg/resource/R141385,10.48366/r141385,R1,0.0,0.0,0.0,4.0,0,1
201,http://orkg.org/orkg/resource/R141385,10.48366/r141385,R1.1,0.0,0.0,0.0,2.0,0,1
202,http://orkg.org/orkg/resource/R141385,10.48366/r141385,R1.2,0.0,0.0,0.0,2.0,0,1
203,http://orkg.org/orkg/resource/R141385,10.48366/r141385,R1.3,0.0,0.0,0.0,2.0,0,2
204,http://orkg.org/orkg/resource/R141810,10.48366/r141810,A,0.0,0.0,0.0,3.0,0,3
205,http://orkg.org/orkg/resource/R141810,10.48366/r141810,A1,0.0,0.0,0.0,3.0,0,3
206,http://orkg.org/orkg/resource/R141810,10.48366/r141810,F,1.0,1.0,14.29,7.0,1,5
207,http://orkg.org/orkg/resource/R141810,10.48366/r141810,F1,2.0,1.0,50.0,2.0,1,2
208,http://orkg.org/orkg/resource/R141810,10.48366/r141810,F2,0.0,0.0,0.0,2.0,0,1
209,http://orkg.org/orkg/resource/R141810,10.48366/r141810,F3,0.0,0.0,0.0,1.0,0,1
210,http://orkg.org/orkg/resource/R141810,10.48366/r141810,F4,0.0,0.0,0.0,2.0,0,1
211,http://orkg.org/orkg/resource/R141810,10.48366/r141810,FAIR,1.0,1.0,4.17,24.0,1,16
212,http://orkg.org/orkg/resource/R141810,10.48366/r141810,I,0.0,0.0,0.0,4.0,0,3
213,http://orkg.org/orkg/resource/R141810,10.48366/r141810,I1,0.0,0.0,0.0,2.0,0,1
214,http://orkg.org/orkg/resource/R141810,10.48366/r141810,I2,0.0,0.0,0.0,1.0,0,1
215,http://orkg.org/orkg/resource/R141810,10.48366/r141810,I3,0.0,0.0,0.0,1.0,0,1
216,http://orkg.org/orkg/resource/R141810,10.48366/r141810,R,0.0,0.0,0.0,10.0,0,5
217,http://orkg.org/orkg/resource/R141810,10.48366/r141810,R1,0.0,0.0,0.0,4.0,0,1
218,http://orkg.org/orkg/resource/R141810,10.48366/r141810,R1.1,0.0,0.0,0.0,2.0,0,1
219,http://orkg.org/orkg/resource/R141810,10.48366/r141810,R1.2,0.0,0.0,0.0,2.0,0,1
220,http://orkg.org/orkg/resource/R141810,10.48366/r141810,R1.3,0.0,0.0,0.0,2.0,0,2
221,http://orkg.org/orkg/resource/R141811,10.48366/r141811,A,0.0,0.0,0.0,3.0,0,3
222,http://orkg.org/orkg/resource/R141811,10.48366/r141811,A1,0.0,0.0,0.0,3.0,0,3
223,http://orkg.org/orkg/resource/R141811,10.48366/r141811,F,1.0,1.0,14.29,7.0,1,5
224,http://orkg.org/orkg/resource/R141811,10.48366/r141811,F1,2.0,1.0,50.0,2.0,1,2
225,http://orkg.org/orkg/resource/R141811,10.48366/r141811,F2,0.0,0.0,0.0,2.0,0,1
226,http://orkg.org/orkg/resource/R141811,10.48366/r141811,F3,0.0,0.0,0.0,1.0,0,1
227,http://orkg.org/orkg/resource/R141811,10.48366/r141811,F4,0.0,0.0,0.0,2.0,0,1
228,http://orkg.org/orkg/resource/R141811,10.48366/r141811,FAIR,1.0,1.0,4.17,24.0,1,16
229,http://orkg.org/orkg/resource/R141811,10.48366/r141811,I,0.0,0.0,0.0,4.0,0,3
230,http://orkg.org/orkg/resource/R141811,10.48366/r141811,I1,0.0,0.0,0.0,2.0,0,1
231,http://orkg.org/orkg/resource/R141811,10.48366/r141811,I2,0.0,0.0,0.0,1.0,0,1
232,http://orkg.org/orkg/resource/R141811,10.48366/r141811,I3,0.0,0.0,0.0,1.0,0,1
233,http://orkg.org/orkg/resource/R141811,10.48366/r141811,R,0.0,0.0,0.0,10.0,0,5
234,http://orkg.org/orkg/resource/R141811,10.48366/r141811,R1,0.0,0.0,0.0,4.0,0,1
235,http://orkg.org/orkg/resource/R141811,10.48366/r141811,R1.1,0.0,0.0,0.0,2.0,0,1
236,http://orkg.org/orkg/resource/R141811,10.48366/r141811,R1.2,0.0,0.0,0.0,2.0,0,1
237,http://orkg.org/orkg/resource/R141811,10.48366/r141811,R1.3,0.0,0.0,0.0,2.0,0,2
238,http://orkg.org/orkg/resource/R142850,10.48366/r142850,A,0.0,0.0,0.0,3.0,0,3
239,http://orkg.org/orkg/resource/R142850,10.48366/r142850,A1,0.0,0.0,0.0,3.0,0,3
240,http://orkg.org/orkg/resource/R142850,10.48366/r142850,F,1.0,1.0,14.29,7.0,1,5
241,http://orkg.org/orkg/resource/R142850,10.48366/r142850,F1,2.0,1.0,50.0,2.0,1,2
242,http://orkg.org/orkg/resource/R142850,10.48366/r142850,F2,0.0,0.0,0.0,2.0,0,1
243,http://orkg.org/orkg/resource/R142850,10.48366/r142850,F3,0.0,0.0,0.0,1.0,0,1
244,http://orkg.org/orkg/resource/R142850,10.48366/r142850,F4,0.0,0.0,0.0,2.0,0,1
245,http://orkg.org/orkg/resource/R142850,10.48366/r142850,FAIR,1.0,1.0,4.17,24.0,1,16
246,http://orkg.org/orkg/resource/R142850,10.48366/r142850,I,0.0,0.0,0.0,4.0,0,3
247,http://orkg.org/orkg/resource/R142850,10.48366/r142850,I1,0.0,0.0,0.0,2.0,0,1
248,http://orkg.org/orkg/resource/R142850,10.48366/r142850,I2,0.0,0.0,0.0,1.0,0,1
249,http://orkg.org/orkg/resource/R142850,10.48366/r142850,I3,0.0,0.0,0.0,1.0,0,1
250,http://orkg.org/orkg/resource/R142850,10.48366/r142850,R,0.0,0.0,0.0,10.0,0,5
251,http://orkg.org/orkg/resource/R142850,10.48366/r142850,R1,0.0,0.0,0.0,4.0,0,1
252,http://orkg.org/orkg/resource/R142850,10.48366/r142850,R1.1,0.0,0.0,0.0,2.0,0,1
253,http://orkg.org/orkg/resource/R142850,10.48366/r142850,R1.2,0.0,0.0,0.0,2.0,0,1
254,http://orkg.org/orkg/resource/R142850,10.48366/r142850,R1.3,0.0,0.0,0.0,2.0,0,2
255,http://orkg.org/orkg/resource/R143746,10.48366/r143746,A,0.0,0.0,0.0,3.0,0,3
256,http://orkg.org/orkg/resource/R143746,10.48366/r143746,A1,0.0,0.0,0.0,3.0,0,3
257,http://orkg.org/orkg/resource/R143746,10.48366/r143746,F,1.0,1.0,14.29,7.0,1,5
258,http://orkg.org/orkg/resource/R143746,10.48366/r143746,F1,2.0,1.0,50.0,2.0,1,2
259,http://orkg.org/orkg/resource/R143746,10.48366/r143746,F2,0.0,0.0,0.0,2.0,0,1
260,http://orkg.org/orkg/resource/R143746,10.48366/r143746,F3,0.0,0.0,0.0,1.0,0,1
261,http://orkg.org/orkg/resource/R143746,10.48366/r143746,F4,0.0,0.0,0.0,2.0,0,1
